predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,used_fallback,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,mandatory_output
supplements-vitamins/vitamins-minerals,supplements-vitamins/vitamins-minerals,o3-mini-2025-01-31,"{'completion_tokens': 280, 'prompt_tokens': 1090, 'total_tokens': 1370, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 256, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,4.488510847091675,False,False,False,health-care/nutrition,Dr Vegan-Debloat and Detox Food Supplement-Revitalize your digestive health and reduce bloating naturally with Dr. Vegan Debloat and Detox—a powerful blend of botanicals and amino acids for detoxifica,prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 1057, 'total_tokens': 1557, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,5.046190023422241,False,False,True,body/exfoliators,Payot-Rituel Douceur Exfoliating Body Granita-Payot Rituel Douceur Exfoliating Body Granita is a gentle body scrub that reveals the skin's natural light.Removes impurities and reveals luminous skin!En,prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
makeup/eyes-brows/mascara,makeup/eyes-brows/mascara,o3-mini-2025-01-31,"{'completion_tokens': 289, 'prompt_tokens': 1158, 'total_tokens': 1447, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 256, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,4.328463792800903,False,True,False,makeup/eyes-brows/eyebrows,"NYX Professional Make Up-Blade and Shade Nano Brow Pencil-Create ultra-defined, natural-looking brows with NYX Professional Makeup Blade and Shade Nano Brow Pencil, a double-ended precision tool for s",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
skin/moisturisers,skin/moisturisers,o3-mini-2025-01-31,"{'completion_tokens': 338, 'prompt_tokens': 1093, 'total_tokens': 1431, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 320, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,4.376539707183838,False,True,False,skin/first-signs-age/specific-moisturizers,Mizon-Collagen Power Firming Enriched Cream    -Collagen Power Firming Enriched Creamis an anti-aging and anti-wrinkle treatment cream that uses ingredients of natural origin and a high concentration ,prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
skin/cleansers-tonners,skin/cleansers-tonners,o3-mini-2025-01-31,"{'completion_tokens': 148, 'prompt_tokens': 1119, 'total_tokens': 1267, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 128, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,2.5407328605651855,False,True,False,skin/cleansers-tonners/combination-to-oily-skin,"Numbuzin-No.1 Easy Peasy Cleansing Oil-Melt away makeup, sebum, and impurities effortlessly with Numbuzin No.1 Easy Peasy Cleansing Oil — gentle yet powerful for a refreshed, glowing complexion!Effort",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
skin/masks-exfoliators,skin/masks-exfoliators,o3-mini-2025-01-31,"{'completion_tokens': 225, 'prompt_tokens': 1024, 'total_tokens': 1249, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 192, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,3.0400447845458984,False,True,False,skin/oiliness-acne-pores/essences-preparing-lotions,"Klorane-Aquatic Mint 3 in 1 Purifying Powder -Aquatic mint purifying powder 3 in 1 helps cleanse, exfoliate and purify the skin.   Perfect for mixed-oily skin!   Provides an authentic feeling of lasti",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
mom-baby/first-years/hygiene-moisturization,mom-baby/first-years/hygiene-moisturization,o3-mini-2025-01-31,"{'completion_tokens': 474, 'prompt_tokens': 1048, 'total_tokens': 1522, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 448, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,5.721729278564453,False,True,False,mom-baby/first-years/first-teeth,"Isdin-Babynaturals Gum Gel for the First Teeth -The appearencefrom the first little teeth can be very uncomfortable for baby.  In order to refresh and soften the irritation from the oral mucosa, ISDIN",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
men/skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 1066, 'total_tokens': 1566, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,5.976087331771851,False,False,True,mom-baby/maternity-essentials/strollers-accessories,"MomCozy-Organizer Bag-Discover Momcozy Stroller Organizer Bag — a stylish, high-capacity essential designed for effortless outings with your baby.Stay Organized, Stroll in Style!Key Benefits:Fits most",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
men/shaving/after-shave,men/shaving/after-shave,o3-mini-2025-01-31,"{'completion_tokens': 148, 'prompt_tokens': 1037, 'total_tokens': 1185, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 128, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,2.395911693572998,False,True,False,men/shaving/shaving,"444-Hemostatic After Shave Block, Antiseptic and Astringent -The most complicatedbeards and often shaved may cause slight injuries and redness.   To stop bleeding from small cuts and soften the skin! ",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
hair/styling,hair/styling,o3-mini-2025-01-31,"{'completion_tokens': 85, 'prompt_tokens': 1037, 'total_tokens': 1122, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 64, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,1.76910400390625,True,True,False,hair/styling,"LOreal Professionnel-Tecni.ART Volume Rootlift Mousse-Achieve effortless, weightless volume with Tecni.ART Volume Rootlift, a precision spray foam designed to lift roots and transform fine, flat hair.",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
hair/shampoo,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 955, 'total_tokens': 1455, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,5.088728666305542,False,False,True,men/hair/hair-loss,Phyto-Phytocyane-Men Invigorating Shampoo-Phytocyane-Men Shampooing Revigorant is an anti-hair loss supplement specifically for men.Restores vitality and energy!Gentle cleansing.,prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
body/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 1021, 'total_tokens': 1521, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,5.309438943862915,False,False,True,health-care/tights-orthoses,"Aquastop-Waterproof Plaster Protections -With the reusable covers for plaster, is possible totake a bath or shower, when you have a lower or upper limb on with plaster. Are completely waterproof and s",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
skin/masks-exfoliators,skin/masks-exfoliators,o3-mini-2025-01-31,"{'completion_tokens': 148, 'prompt_tokens': 987, 'total_tokens': 1135, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 128, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,2.6455044746398926,False,False,False,men/skin/deep-wrinkles-loss-firmness,Biotherm Homme-Force Supreme Black Mask -Force Supreme Black Mask an anti-aging face mask made specifically for men s skins.   The restorative power of blue algaefor a revitalized skin!   Amplified by,prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
hair/contitioner,hair/contitioner,o3-mini-2025-01-31,"{'completion_tokens': 209, 'prompt_tokens': 1126, 'total_tokens': 1335, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 192, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,3.8165810108184814,False,True,False,hair/hair-mask/dry-to-very-dry-hair,"Maria Nila-True Soft Masque-Rejuvenate your hair with True Soft Masque, a moisturizing treatment for naturally dry hair. Infused with softening argan oil, it delivers silky-smooth results while being ",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.068216,True,True
skin/seruns/treatments,skin/seruns/treatments,o3-mini-2025-01-31,"{'completion_tokens': 404, 'prompt_tokens': 1141, 'total_tokens': 1545, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 384, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,6.011054039001465,False,True,False,skin/oiliness-acne-pores/seruns,"BiRetix-Biretix Double Correction Serum-Revitalize mature, acne-prone skin with Biretix Double Correction Serum featuring anti-imperfection, sebum-regulating, and cell-renewing properties.Double corre",prompt_mandatory_output,o3-mini,True,2025-08-06T16:48:50.075731,True,True
men/skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4162, 'total_tokens': 4662, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.965069055557251,False,False,True,health-care/nebulizers,"Terpenic-Diffuser Pulse-The Diffuser Pulse utilizes ultrasonic water vaporization technology with chromotherapy and BLUETOOTH, enabling the diffusion of a wide range of essential oils or synergies, cr",prompt_reason_04,o3-mini,False,2025-08-06T16:48:56.044367,True,True
supplements-vitamins/vitamins-minerals,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4117, 'total_tokens': 4617, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,6.115540981292725,False,False,True,mom-baby/maternity-essentials/strollers-accessories,"MomCozy-Adjustable Pillow-Discover Momcozy Adjustable Pregnancy and Nursing Pillow—your ultimate solution for pain-free, hands-free breastfeeding support. A baby registry essential loved by moms.Comfo",prompt_reason_04,o3-mini,False,2025-08-06T16:49:04.194190,True,True
hair/shampoo,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4050, 'total_tokens': 4550, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,6.978524208068848,False,True,True,hair/dry-damaged-hair/shampoo,"Haan-Hair Shampoo-The sulfate-free Hair Shampoo cares for your hair from root to tip.Its prebiotic formula nourishes the beneficial bacteria on your scalp, promoting stronger hair growth!Enjoy the del",prompt_reason_04,o3-mini,False,2025-08-06T16:49:13.195556,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4077, 'total_tokens': 4577, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 0}}",success,6.084947347640991,False,True,True,skin/loss-firmness/specific-moisturizers,"La Prairie-Skin Caviar Luxe Cream Sheer -Skin Caviar Luxe Cream Sheeris anindulgent lifting andfirming cream with caviar extracts,with a light and delicate texture.   A light texture that leaves the s",prompt_reason_04,o3-mini,False,2025-08-06T16:49:21.295541,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4134, 'total_tokens': 4634, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.650167465209961,False,True,True,skin/cleansers-tonners,"Clarins-Soothing Gentle Foaming Cleanser-Discover CLARINS Soothing Gentle Foaming Cleanser, a soothing foaming cleanser for dry skin. Cleanse, comfort, and hydrate with nature’s finest ingredients.Exp",prompt_reason_04,o3-mini,False,2025-08-06T16:49:28.961462,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4093, 'total_tokens': 4593, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.0955305099487305,False,True,True,skin/dark-spots/seruns,"Mesoestetic-Glycolic +E + F Ampoules-Glicolic + E + F ampoules | An intensive weekly treatment, for all skin types, that speeds up skin renewal!  Its concentrated formula accelerates cell renewal to r",prompt_reason_04,o3-mini,False,2025-08-06T16:49:36.076829,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4117, 'total_tokens': 4617, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.75293755531311,False,True,True,skin/dark-spots/specific-moisturizers,"Dermalogica-Biolumin-C Gel Moisturizer-Biolumin-C Gel Moisturizer is suitable for all skin types, especially for those concerned about fine lines, wrinkles, hyperpigmentation, and loss of firmness and",prompt_reason_04,o3-mini,False,2025-08-06T16:49:43.847703,True,True
skin/makeup-rem,skin/makeup-rem,o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4127, 'total_tokens': 4627, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 483, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,6.2624287605285645,False,True,False,skin/cleansers-tonners/normal-skin,"Dermagius-Hyaluage Micelar Water-Discover Dermagius Hyaluage Micellar Water – the ultimate 2-in-1 solution for deep cleansing and hydration, perfect for all skin types.Cleanse deeply, hydrate effortle",prompt_reason_04,o3-mini,False,2025-08-06T16:49:52.130239,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4238, 'total_tokens': 4738, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.711180925369263,False,False,True,health-care/diabetics,Akileine-Akildia Multi-Protective Cream for Diabetic Feet-The diabetic has secondary problems due to theand altered glucose (sugar)concentrations in the blood. One of the consequences is theemergence ,prompt_reason_04,o3-mini,False,2025-08-06T16:49:59.862683,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4167, 'total_tokens': 4667, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,6.135268688201904,False,False,True,hair/contitioner/hair-loss,"Some by Me-Cica Peptide Derma Scalp Conditioner-Nourish and soothe your scalp with SOME BY MI Cica Peptide Derma Scalp Conditioner, enriched with CICA, peptides, and biotin for healthier, shinier hair",prompt_reason_04,o3-mini,False,2025-08-06T16:50:08.024362,True,True
supplements-vitamins/digestive-health,supplements-vitamins/digestive-health,o3-mini-2025-01-31,"{'completion_tokens': 278, 'prompt_tokens': 4128, 'total_tokens': 4406, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 256, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,3.7340400218963623,False,False,False,health-care/nutrition,Dr Vegan-Debloat and Detox Food Supplement-Revitalize your digestive health and reduce bloating naturally with Dr. Vegan Debloat and Detox—a powerful blend of botanicals and amino acids for detoxifica,prompt_reason_04,o3-mini,False,2025-08-06T16:50:13.779326,True,True
body/exfoliators,body/exfoliators,o3-mini-2025-01-31,"{'completion_tokens': 210, 'prompt_tokens': 4095, 'total_tokens': 4305, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 192, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,3.4067351818084717,True,True,False,body/exfoliators,Payot-Rituel Douceur Exfoliating Body Granita-Payot Rituel Douceur Exfoliating Body Granita is a gentle body scrub that reveals the skin's natural light.Removes impurities and reveals luminous skin!En,prompt_reason_04,o3-mini,False,2025-08-06T16:50:19.229247,True,True
makeup/eyes-brows/eyebrows,makeup/eyes-brows/eyebrows,o3-mini-2025-01-31,"{'completion_tokens': 279, 'prompt_tokens': 4196, 'total_tokens': 4475, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 256, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,4.592698335647583,True,True,False,makeup/eyes-brows/eyebrows,"NYX Professional Make Up-Blade and Shade Nano Brow Pencil-Create ultra-defined, natural-looking brows with NYX Professional Makeup Blade and Shade Nano Brow Pencil, a double-ended precision tool for s",prompt_reason_04,o3-mini,False,2025-08-06T16:50:25.842285,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4131, 'total_tokens': 4631, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.521064281463623,False,True,True,skin/first-signs-age/specific-moisturizers,Mizon-Collagen Power Firming Enriched Cream    -Collagen Power Firming Enriched Creamis an anti-aging and anti-wrinkle treatment cream that uses ingredients of natural origin and a high concentration ,prompt_reason_04,o3-mini,False,2025-08-06T16:50:33.380279,True,True
skin/moisturisers,[Empty response],o3-mini-2025-01-31,"{'completion_tokens': 500, 'prompt_tokens': 4157, 'total_tokens': 4657, 'completion_tokens_details': {'accepted_prediction_tokens': 0, 'audio_tokens': 0, 'reasoning_tokens': 500, 'rejected_prediction_tokens': 0}, 'prompt_tokens_details': {'audio_tokens': 0, 'cached_tokens': 3840}}",success,5.1248779296875,False,True,True,skin/cleansers-tonners/combination-to-oily-skin,"Numbuzin-No.1 Easy Peasy Cleansing Oil-Melt away makeup, sebum, and impurities effortlessly with Numbuzin No.1 Easy Peasy Cleansing Oil — gentle yet powerful for a refreshed, glowing complexion!Effort",prompt_reason_04,o3-mini,False,2025-08-06T16:50:40.527773,True,True
