predicted_category,confidence,raw_response,tokens_used,model_used,timestamp,status,concatenated_product,true_category,exact_match,partial_match,prompt_name
men/perfumes/fragrances,unknown,Category: men/perfumes/fragrances,4059,gpt-4o-mini-2024-07-18,2025-08-05T08:52:49.950463,success,"Yves Saint Laurent-La Nuit de L'Homme Eau de Toilette -For the man who reveals his sensuality when the night falls...  La nuit de l homme eau de toilette for men is a mysterious and woody fragrance; which is capable of emanating a powerful aura of seduction!   <p class=""text-center"" style=""margin-left:40px"">Feel powerful until dawn!   With cardamom, fava tonkaand cedar wood, for the captivating and conquering men, who knows what he wants!",men/perfumes/fragrances,True,True,prompt_01
hair/volume,unknown,Category: hair/volume,4036,gpt-4o-mini-2024-07-18,2025-08-05T08:52:50.951299,success,"Rene Furterer-Volumea Volumising Foam -VolumeaFoam without Rinse: the softness of a volumizing foam, combined with flexibilityand light fixation.  A Rene Furterer carewith anti-static effect for a controled volume.   Gives volume and flexibility to your hair   Volumea foam, operates in fine hair to give a controlled volume effect.  The hair becomes soft and shiny, with great volume!",hair/seruns-leave-in/volume,False,True,prompt_01
hair/damaged-hair/masks,unknown,Category: hair/damaged-hair/masks,4089,gpt-4o-mini-2024-07-18,2025-08-05T08:52:51.951769,success,"Sesderma-Seskavel Repair Keratin Mask for Damaged Hair -The hair that is dry and damaged at it s length tend to become frizzy, dull and rough; and these features give itan unhealthy aspect.  To counter all these signs of hair damage, Sesderma developed the Seskavel repair keratin mask for damaged hair; whichs rebuilds and repairs the hair fiber.   Let your hair shine!   This mask owes shouldrestructuring action tokeratin and also a complex of amino acids; that bind to the cuticle damage repairing the damagedsites. Additionally, the silk proteins protectthe fiber and theargan oil nourishes your hair.",hair/damaged-hair/masks,True,True,prompt_01
makeup/lips/lipliners,unknown,Category: makeup/lips/lipliners,4080,gpt-4o-mini-2024-07-18,2025-08-05T08:52:52.952603,success,"LA Girl-Hold It in-Prevent lipstick feathering and fine lines with Hold It In reverse lip liner.Keep your lip color in check! The secret to longer-lasting, flawless lips!Key benefits:Transparent lip primer prevents lipstick from feathering and settling into fine lines;Smooth, creamy texture extends the wear of your lip color;Acts as a transparent lip primer with excellent adhesion to the skin;Composition melts and protects your lips for greater comfort;Vegan and free from fragrance and parabens for sensitive lips.Keep your lip color in check with Hold It In reverse lip liner â the key to picture-perfect lips, every time.",makeup/lips/lipliners,True,True,prompt_01
makeup/eyes-brows/eye-shadow,unknown,Category: makeup/eyes-brows/eye-shadow,4037,gpt-4o-mini-2024-07-18,2025-08-05T08:52:53.953386,success,"Sensilis-Baked Quattro Eyeshadow-Baked Quattro is a palette of shadows that enhances and intensifies the look.     From a natural to intense look!   Optimized formula that combines an exceptional concentration of pigments with a smooth texture for easy application and to maximize color expression.  With 4 shades, matts and luminous, the palette allows you to draw a natural or intense look, almond or smoky.",makeup/eyes-brows/eye-shadow,True,True,prompt_01
men/body/deodorants-antiperspirants,unknown,Category: men/body/deodorants-antiperspirants,4141,gpt-4o-mini-2024-07-18,2025-08-05T08:52:54.954623,success,"Collistar-Uomo Freshness Deo 48 Hrs Spray-Experience lasting freshness with the Collistar Uomo Freshness Deo 48 Hrs Spray. This no-gas, antiperspirant spray is formulated for effective all-day protection, keeping you feeling fresh and revitalized for up to 48 hours. Infused with distilled Italian Bergamot water, it provides an instant boost of energy and vitality.Stay fresh, energized, and confident for 48 hours!Key Benefits:Long-lasting 48-hour deodorizing action;Light, non-greasy formula that dries instantly;Designed to minimize marks and stains on fabrics;Practical spray for even, easy distribution;Fresh scent with a revitalizing boost from Italian Bergamot.Stay fresh and confident all day long with Collistar Uomo Freshness Deo 48 Hrs Spray that offers powerful protection and a refreshing sensation without leaving marks. Ideal for active men seeking both practicality and effectiveness.",men/body/deodorants-antiperspirants,True,True,prompt_01
skin/global-anti-aging,unknown,Category: skin/global-anti-aging,4187,gpt-4o-mini-2024-07-18,2025-08-05T08:52:55.955497,success,"Isdin-Fotoultra Fusion Water Magic Repair-The innovativeISDIN FusionWatertextureis now also available in an anti-ageingformulation!  The Fotoultra age repair spf50 is a sunscreen that was specially formulated for the face area, thus providing atriple action against photoaging.   Protects, repairs and reverses the signs of photoaging skin; leaving your skin with a silky matte finish!    	PROTECTION   In addition to theUVB/UVAfilters, this product is also able to protect the skin from visible and infrared radiation; thus preventing the damage cause byall these radiations onskin cells.   	REPAIR   The DNA Repairsomes at on the damage caused in the cellular DNA, thus preventing it s accumulation.   	REVERSE   This sunscreen is able to correct the visible signs of photoaging thanks to the association of Li-Q10 (stimulation of Q10 coenzimesynthesis), Collagen Booster Peptide (stimulation of collagen synthesis) and hyaluronic acid (improves skin elasticity thanks toit smoisturizing action).  Doesn  sting on the eyes.  Suitable for sensitive skin.  Biodegradable formula.",sun-tan/face/lightness-anti-spots,False,False,prompt_01
men/body/deodorants-antiperspirants,unknown,Category: men/body/deodorants-antiperspirants,4057,gpt-4o-mini-2024-07-18,2025-08-05T08:52:56.956603,success,"Eisenberg-J'Ose Stick Deodorant Man -J ose stick deodorant leaves the skin of the armpits soft and smooth, while eliminating bad odors and leaves the skin scented.   Say goodbye to bad odors all day long!   It can be used after hair removal. It does not contain alcohol or aluminum salts.  After the first application, the development of bacteria responsible for bad odors decreases and after oneweek of use, the deodorizingproperties and antibacterial effectiveness are heightened.  Hypoallergenic.",men/perfumes/deodorants,False,True,prompt_01
makeup/complexion/accessories-brushes,unknown,Category: makeup/complexion/accessories-brushes,4109,gpt-4o-mini-2024-07-18,2025-08-05T08:52:57.957132,success,"Shiseido-Daiya Fude Face Duo-On one side,a round tip that mimics the texture of your fingers. On the other side, a brush of synthetic bristles in adiamond shape, whichadapts perfectly to your facecontours.  The Daiya fude face duoadapts to all kinds of textures, such aspowders, creams, gels or liquids.   The perfect accessory for a flawless makeup.   Unlike traditional sponges, the round brush tip is made ofpolyurethane and does not absorb the product applied; ensuring a pigmented finish. Also the red brush contains densely packed bristles; providing a perfect balance between firmness and flexibility.  Being handcrafted by Japanese specialized artesians, Shisieido brushes ensure a superior quality.",makeup/complexion/accessories-brushes,True,True,prompt_01
sun-tan/after-sun,unknown,Category: sun-tan/after-sun,4056,gpt-4o-mini-2024-07-18,2025-08-05T08:52:58.957826,success,"Isdin-Post-Solar After Sun Lotion Soothing and Refreshing -The refreshing action frommenthol joins soothing power of chamomile and allantoin, creating a single after-sun care!  The Post-solar after sun lotion soothing and refreshing allows to restore skin hydration after sun exposure, leaving it soft and prolonging your tan!   Skin repairingandredness prevention for a luminous and uniform tan!   The nutritious formulaprevents flaking that often follows sun exposure, leaving your skin perfectly moisturized.",sun-tan/after-sun,True,True,prompt_01
health-care/oral-health/toothbrushes-accessories,unknown,Category: health-care/oral-health/toothbrushes-accessories,4071,gpt-4o-mini-2024-07-18,2025-08-05T08:52:59.958471,success,"GUM-Easy-Flossers Dental Floss-Acess Floss Dental Floss is designed for use in difficult-to-reach areas such as under and around crowns, bridges, implants, and wide interdental spaces.Effectively removes plaque and debris without irritating the gums!This dental floss expands to fit different interdental space sizes, allowing for greater contact with the tooth surface. Its rigid tips make it easy to insert into narrow spaces and hard-to-reach areas, and it effectively removes plaque and debris without irritating the gums.Use it with ease and enjoy a thorough cleaning.",health-care/oral-health/toothbrushes-accessories,True,True,prompt_01
skin/cleansers-tonners/normal-skin,unknown,Category: skin/cleansers-tonners/normal-skin,4174,gpt-4o-mini-2024-07-18,2025-08-05T08:53:00.959137,success,"Skinceuticals-Equalizing Toner Pore-Refining Toner -This astringent tonic that reduces pores, helps establish the equilibrium of the skin, gives sensation of freshness and restructures the skin s pH hidrolipidic.  The presence of AHA s, helps to exfoliate dead skin cells while botanical extracts such as Witch Hazel, Rosemary, Aloe Vera, Chamomile, soften and tone the skin.  This tonic, perfume and alcohol-free, oil free texture, contains anti-bacterial, anti-fungal and anti-inflammatory properties.   	AHA- Exfoliating action; 	Aloe Vera- Soothing action.    Balances and restores the skin s protective ph layer   A proper cleaning of the skin, carries numerous benefits besides the welfare and the sensation of purity.  Cleansing the skin, controls excess oils, promotes hydration, provides a greater permeability and cutaneous penetration, removes dead cells and thins the skin grain.  To this propose ,SkinCeuticalsdeveloped cleaning care, which enhanceantioxidantand corrective care.",skin/cleansers-tonners/normal-skin,True,True,prompt_01
supplements-vitamins/bones-joints,unknown,Category: supplements-vitamins/bones-joints,4144,gpt-4o-mini-2024-07-18,2025-08-05T08:53:01.959756,success,"Aquilea-Joints Strong Powder -Aquilea Joints Strong powder is a food supplement based on collagen, glucosamine, chondroitin, turmeric, hyaluronic acid and vitamin C that helps strengthen joints and increase flexibility. Orange flavor.   More flexible and pain-less joints!    	Collagen,a protein that naturally exists in cartilage, bones and skin and is essential for the structure and functioning of joints 	Glucosamine, a substance that is naturally found in the body and is involved in the formation of ligaments, tendons and cartilages 	Ndroitin,a substance found in the cartilages around the joints 	Turmeric helps maintain joint flexibility and well-being, as well as good mobility 	Hyaluronic Acid, an essential component that is found in a natural way in joints and cartilages 	Vitamin C contributes to the normal formation of collagen and the normal functioning of cartilage, bones and skin",supplements-vitamins/bones-joints,True,True,prompt_01
hair/styling,unknown,Category: hair/styling,4026,gpt-4o-mini-2024-07-18,2025-08-05T08:53:02.960637,success,"Reuzel-Grooming Tonic -Reuzel Grooming Tonic is a tonic that gives volume and a natural appearance to the hair.   Ideal for styling of fine hair!   This spray heat protector is ideal for supporting and controlling without weighing for thin hair.  Suitable for all types of thermal styling, this treatment is perfect for creating volume, elevating or texture.",men/hair/styling,False,False,prompt_01
hair/contitioner,unknown,Category: hair/contitioner,4095,gpt-4o-mini-2024-07-18,2025-08-05T08:53:03.961426,success,"Garnier-Fructis Hair Food Conditioner Pineapple-Elevate your hair care routine with Fructis Hair Food Conditioner Pineapple â a vegan formula with 97% natural ingredients.Immerse your hair in intense nourishment and healthiness!Advantages:Vegan formula with 97% natural ingredients;98% biodegradable with ecological pineapple;Intensely nourished and healthy hair;Detangles and strengthens;Fast-rinsing for a quick and easy routine;Anti-breakage benefits;Silicone-free for a natural feel.Fructis Hair Food Conditioner Pineapple is your ticket to naturally beautiful hair. Detangle and strengthen your hair effortlessly with a fast-rinsing, silicone-free formula that promotes anti-breakage benefits.",hair/contitioner/dry-to-very-dry-hair,False,True,prompt_01
body/bath-shower,unknown,Category: body/bath-shower,4121,gpt-4o-mini-2024-07-18,2025-08-05T08:53:04.962058,success,"Clarins-Tonic Bath Bath & Shower Concentrate-Bain aux Plantes ""Tonic"" is a cleansing care that stimulates body and mind and gives an enormous feeling of well-being thanks to the scent of essential oils associated with the principle of aromatherapy.It tones and revitalizes the skin!In this cleansing treatment, Clarins Aroma expertise was associated with essential oils of wild mint, organic aromatic geranium, rosemary and organic soapy extract that naturally foams. In contact with water, its gel texture transforms into foam to gently cleanse the skin in the bath or shower, toning the skin and the spirit.Under the effect of heat, it releases aromatic toning vapors, providing a moment of well-being, to feel like in a spa.98% ingredients of natural origin.For adult use only.The bottle is refillable thanks to eco-recharge.",body/bath-shower,True,True,prompt_01
hair/anti-dandruff/shampoo,unknown,Category: hair/anti-dandruff/shampoo,4179,gpt-4o-mini-2024-07-18,2025-08-05T08:53:05.962512,success,"Ioox-Keto Plus Shampoo-Transform your hair care routine with Ioox Keto Plus Shampoo, the ultimate solution for oily dandruff and excess sebum.Cleanse, Balance, RenewâExperience Scalp PerfectionKey Benefits:Eliminates oily dandruff and excess sebumCleanses and exfoliates the scalpReduces inflammation and itchinessPromotes healthy cell renewalProvides astringent and antiseptic propertiesActive Ingredients:Salicylic acid: Cleanses, exfoliates, and renews cellsPiroctone olamine: Anti-dandruff, inhibits fungal growthIchthyol pale: Reduces inflammation and regulates sebumEssence of salvia: Astringent and antiseptic propertiesIoox Keto Plus Shampoo is a must-have for anyone dealing with oily dandruff and excess sebum. This groundbreaking formula, enriched with salicylic acid, piroctone olamine, ichthyol pale, and essence of salvia, offers comprehensive scalp care by eliminating dandruff, reducing inflammation, and regulating oil production. Enjoy a refreshed, balanced, and healthier scalp with each wash.",hair/shampoo/oily-hair,False,True,prompt_01
skin/eye-care/sensitive-intolerant-skin,unknown,Category: skin/eye-care/sensitive-intolerant-skin,4158,gpt-4o-mini-2024-07-18,2025-08-05T08:53:06.963301,success,"La Roche Posay-Toleriane Dermallergo Eye Contour -Toleriane dermallergo eye contouris suitable for sensitive eyes, with redness, itching, and swelling, and discomfortsensation.  This moisturizer and ultra-soothing cream, reduces the swelling and discomfort, while the thermal water in its formulation soothes and protects the sensitive skin around the eyes.  The hermetically sealed packaging ensures a pure formulawith a high tolerance, since it doesn t have preservatives, parabens, perfume, alcohol, dyes or lanolin.   Day after day, reduces the sensitivity   Tol&eacute;riane s line from La Roche Posayfor allages,is composed by high tolerance products formulated with the minimum number of ingredients in order to reduce the risk of allergies. Extreme, instant and long-lastingcomfort, for alldamaged, irritated, sensitive skins, assaulted byaggressive treatments or with allergies whichpresentsdiscomfort on a daily basis. The first 3-step program for all skin types.",skin/eye-care/sensitive-intolerant-skin,True,True,prompt_01
