predicted_category,raw_response,model_used,usage,status,latency,exact_match,partial_match,true_category,product_description,prompt_name,model,from_cache,timestamp,langsmith_enabled,api_provider
makeup/complexion/powders,makeup/complexion/powders,openai/gpt-oss-20b,"{'prompt_tokens': 4427, 'completion_tokens': 378, 'total_tokens': 4805}",success,0.7410907745361328,True,True,makeup/complexion/powders,"Urban Decay-Stay Naked Threesome Bronzer, Highlighter, Blush-Introducing the Stay Naked Threesome Bronzer, Highlighter, Blush - a vegan trio of essential face powders in one convenient compact. This v...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.651862,True,groq
,,openai/gpt-oss-20b,"{'prompt_tokens': 4453, 'completion_tokens': 1000, 'total_tokens': 5453}",success,1.4818620681762695,False,False,skin/deep-wrinkles/seruns,"Biotherm-Blue Retinol Resurface + Repair Serum    -Blue Retinol Resurface + Repair Serumis a powerful innovation born of bioscience, offering maximum renewing effectiveness in a vegan formula*.   Ever...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.653853,True,groq
skin/cleansers-tonners,skin/cleansers-tonners,openai/gpt-oss-20b,"{'prompt_tokens': 4294, 'completion_tokens': 640, 'total_tokens': 4934}",success,1.2763633728027344,False,True,skin/cleansers-tonners/combination-to-oily-skin,"Some by Me-AHA-BHA-PHA 30 Days Miracle Toner-The AHA-BHA-PHA 30 Days Miracle Toner by SOMEBYMI promises to transform the skin structure within 30 days.Removes impurities and sebum, calms irritated ski...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.656843,True,groq
skin/moisturisers,skin/moisturisers,openai/gpt-oss-20b,"{'prompt_tokens': 4376, 'completion_tokens': 654, 'total_tokens': 5030}",success,1.2913124561309814,False,False,body/scars-reparing-creams,"Reuzel-TAT Shine Tattoo Spray-Achieve a vibrant and defined tattoo with TAT Shine Tattoo Spray, the tattoo brightener that absorbs quickly, enhances colors instantly, and is non-greasy.Perfect for mak...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.658837,True,groq
sun-tan/face/lightness-anti-spots,sun-tan/face/lightness-anti-spots,openai/gpt-oss-20b,"{'prompt_tokens': 4432, 'completion_tokens': 780, 'total_tokens': 5212}",success,1.2500636577606201,False,True,sun-tan/face/dry-skin,"Youth Lab-Age-Defense Watery Sunscreen-Protect your skin with Youth Lab Age-Defense Watery Sunscreen SPF50 — a lightweight, fast-absorbing sunscreen that shields against UVA, UVB, and environmental po...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.660959,True,groq
skin/moisturisers,skin/moisturisers,openai/gpt-oss-20b,"{'prompt_tokens': 4221, 'completion_tokens': 606, 'total_tokens': 4827}",success,1.227501630783081,False,True,skin/global-anti-aging/specific-moisturizers,"Estee Lauder-Re-Nutriv Ultimate Diamond Rich Cream -A captivating texture from the first touch!  The Re-nutriv Ultimate Diamond rich cream is a velvety and invigorating care , which is able to redefin...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.663013,True,groq
,,openai/gpt-oss-20b,"{'prompt_tokens': 4358, 'completion_tokens': 1000, 'total_tokens': 5358}",success,1.612142562866211,False,False,hair/dry-damaged-hair/seruns-leave-in,"Phyto-Nourishment Elixir Absolute Nourishment Care Oil-Revitalize dry to very dry hair with Phyto Nourishment Elixir Absolute Nourishment Care Oil. Enriched with 7 botanical oils, it nourishes, streng...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.663969,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-20b,"{'prompt_tokens': 4334, 'completion_tokens': 174, 'total_tokens': 4508}",success,0.9558267593383789,True,True,fragrance/women,"Davidoff-Cool Water Reborn Eau de Toilette -Cool Water Reborn Eau de Toilette for her, where the sparkling notes of bergamot, locally distilled at the brand s harvest center in Italy, blend with the e...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.665970,True,groq
,,openai/gpt-oss-20b,"{'prompt_tokens': 4466, 'completion_tokens': 1000, 'total_tokens': 5466}",success,2.4783105850219727,False,False,skin/global-anti-aging/seruns,Benton-Snail Bee High Ultimate Sérum -Snail Bee High Ultimate Seruma multipurpose skin care!   Moisturizes &amp; Brightens the skin!   Presents the essential ingredients:<i>Saccharomyces</i> (Yeast Ex...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.666958,True,groq
skin/eye-care/lost-firmness,skin/eye-care/lost-firmness,openai/gpt-oss-20b,"{'prompt_tokens': 4251, 'completion_tokens': 304, 'total_tokens': 4555}",success,0.6298096179962158,False,True,skin/eye-care/global-anti-aging,"Medik8-Advanced Night Eye Contour-Rejuvenate dull, tired eyes with Advanced Night Eye.This rich yet fast-absorbing cream nourishes the under-eye while you sleep for a beautiful effect come morning.Rev...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.667954,True,groq
body/bath-shower/dryness-dehydration,body/bath-shower/dryness-dehydration,openai/gpt-oss-20b,"{'prompt_tokens': 4273, 'completion_tokens': 288, 'total_tokens': 4561}",success,0.6857931613922119,True,True,body/bath-shower/dryness-dehydration,"A Derma-Rhealba Oat Hydra-Protective Shower Gel -Rhealba oat hydra-protective shower gelwithout soap, delicate cleanses theskins of the whole family.   Indispensable for the hygiene and care of the fr...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.668950,True,groq
skin/eye-care,skin/eye-care,openai/gpt-oss-20b,"{'prompt_tokens': 4258, 'completion_tokens': 315, 'total_tokens': 4573}",success,0.7294809818267822,False,True,skin/eye-care/sensitive-intolerant-skin,Uriage-Toléderm Control Fresh Soothing Eyecare -Tol&eacute;derm control fresh soothing eyecaresoothethe sensations of discomfort (stings and flushing).   Controleye contour reactivity!   With 3 active...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.670939,True,groq
skin/beauty-tech,skin/beauty-tech,openai/gpt-oss-20b,"{'prompt_tokens': 4296, 'completion_tokens': 408, 'total_tokens': 4704}",success,0.7801017761230469,False,False,sun-tan/sensitivity/face,"Heliocare-360º A-r Emulsion-Maximum tolerance and fluid texture, ensuring a very high and adequate protection, even for the most reactive skins!The 360º A-r Emulsion SPF50+is a care indicated for all ...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.671939,True,groq
body/moisturisers,body/moisturisers,openai/gpt-oss-20b,"{'prompt_tokens': 4368, 'completion_tokens': 226, 'total_tokens': 4594}",success,1.1099913120269775,False,False,fragrance/fragranced-moisturizers,"Chanel-Coco Noir Moisturizing Body Lotion-Discover the groundbreaking CHANEL Coco Noir Moisturizing Body Lotion.A luxurious blend of vibrant and sophisticated notes that leaves your skin soft, supple,...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.672972,True,groq
makeup/complexion/powders,makeup/complexion/powders,openai/gpt-oss-20b,"{'prompt_tokens': 4332, 'completion_tokens': 275, 'total_tokens': 4607}",success,0.6199867725372314,False,True,makeup/complexion/concealers-highlighters,BPerfect-Base Elements Palette-The Base Elements - the Complexion Edit is an exquisite palette that transforms your base routine into a luxurious experience. This meticulously crafted palette features...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.675925,True,groq
body/exfoliators,body/exfoliators,openai/gpt-oss-20b,"{'prompt_tokens': 4270, 'completion_tokens': 151, 'total_tokens': 4421}",success,0.9212930202484131,True,True,body/exfoliators,Clarins-Aroma Tonic Sugar Polisher -Clarins Aroma Tonic Sugar Polisher isa fresh and revitalizing exfoliating care with essential oils.   The luminosity developer par excellence!   This scrub leaves t...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.677918,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-20b,"{'prompt_tokens': 4430, 'completion_tokens': 168, 'total_tokens': 4598}",success,1.3676443099975586,True,True,fragrance/women,"Korloff-Korlove Eau de Parfum-Discover Korloff Korlove Eau de Parfum, the seductive perfume by Korloff. A romantic and powdery scent crafted for the modern woman—sensual, elegant, and unforgettable.Wh...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.679910,True,groq
skin/masks-exfoliators/moisturizing-masks,skin/masks-exfoliators/moisturizing-masks,openai/gpt-oss-20b,"{'prompt_tokens': 4278, 'completion_tokens': 323, 'total_tokens': 4601}",success,2.00141978263855,False,True,skin/masks-exfoliators/tissue-masks,Holika Holika-After Mask Sheet After Taking a Trip-After Mask Sheet After Taking A Trip is specially designed to alleviate puffiness and rejuvenate the skin after experiencing the effects of jet lag o...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.681910,True,groq
skin/moisturisers,skin/moisturisers,openai/gpt-oss-20b,"{'prompt_tokens': 4213, 'completion_tokens': 291, 'total_tokens': 4504}",success,0.6752204895019531,False,True,skin/global-anti-aging/specific-moisturizers,"Lierac-Lift Integral the Firming Day Cream -Lift Integral La Cr&egrave;me Jour Raffermissante strengthens the skin s structure.   The skin regains its firmness, elasticity and balance!   It acts on th...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.682903,True,groq
body/dehydration/moisturizers,body/dehydration/moisturizers,openai/gpt-oss-20b,"{'prompt_tokens': 4231, 'completion_tokens': 718, 'total_tokens': 4949}",success,1.2421534061431885,True,True,body/dehydration/moisturizers,"La Mer-The Body Cream -The Body Creamcomforts the skin, thanks to its deep and long-lasting hydration.   A body cream with a miraculous hydration power!   With Miracle Broth,</i>rich in nutrients with...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.683899,True,groq
skin/cleansers-tonners/normal-skin,skin/cleansers-tonners/normal-skin,openai/gpt-oss-20b,"{'prompt_tokens': 4282, 'completion_tokens': 146, 'total_tokens': 4428}",success,0.5715012550354004,True,True,skin/cleansers-tonners/normal-skin,"CeraVe-Hydrating Cream to Foam Cleanser Normal Skin -Removes dirt and oil excessfrom the skin and long-lasting make-up and moisturizes without unbalancing the skin barrier.  With a smooth texture, Cer...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.684897,True,groq
body/firming-care,body/firming-care,openai/gpt-oss-20b,"{'prompt_tokens': 4332, 'completion_tokens': 271, 'total_tokens': 4603}",success,0.7344224452972412,True,True,body/firming-care,"Martiderm-Body Care Modelift Body Cream-Firm, sculpt, and redefine your skin with Martiderm Body Care Modelift Cream. A powerful reshaping formula for smoother, toned contours.A body-sculpting cream f...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.685892,True,groq
sun-tan/face,sun-tan/face,openai/gpt-oss-20b,"{'prompt_tokens': 4360, 'completion_tokens': 1000, 'total_tokens': 5360}",success,1.3039233684539795,False,True,sun-tan/normal-skin/face,SKIN1004-Madagascar Centella Hyalu-Cica Sun Stick-Discover the SKIN1004 Madagascar Centella HYALU-CICA Silky-Fit Sun Stick SPF 50+ PA++++. Ultimate UV protection with deep hydration for a silky-smooth...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.686889,True,groq
,,openai/gpt-oss-20b,"{'prompt_tokens': 4267, 'completion_tokens': 1000, 'total_tokens': 5267}",success,1.6423256397247314,False,False,hair/oily-hair/preshampoo-head-scrub,Aromatica-Tea Tree Purifying Tonic-Tea Tree Purifying Tonic is designed specifically for individuals with oily scalp types.Provide a refreshing feeling!This revitalizing formula effectively regulates ...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.687897,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-20b,"{'prompt_tokens': 4224, 'completion_tokens': 104, 'total_tokens': 4328}",success,0.8663935661315918,True,True,fragrance/women,"Jesus del Pozo-Halloween Magic Eau de Toilette -A romantic reality with a touch of magic!  With a fruity floral scent, Jesus del Pozo Halloween magic eau de toilette delights all women.   A bright fru...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.688881,True,groq
hair/accessories,hair/accessories,openai/gpt-oss-20b,"{'prompt_tokens': 4211, 'completion_tokens': 200, 'total_tokens': 4411}",success,0.7358071804046631,False,False,makeup/complexion/accessories-brushes,BPerfect-Makeup and Tanning Headband-Makeup and Tanning Headband – the essential accessory for your beauty routine! Keep hair away effortlessly during makeup and tanning sessions with this super soft ...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.689877,True,groq
makeup/complexion/blush,makeup/complexion/blush,openai/gpt-oss-20b,"{'prompt_tokens': 4233, 'completion_tokens': 150, 'total_tokens': 4383}",success,0.5947353839874268,True,True,makeup/complexion/blush,Clinique-Cheek Pop Blush-The Clinique Cheek Pop blush is a vibrant and buildable cheek color that adds a burst of color to your complexion.A natural-looking finish that appears virtually powderless on...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.692358,True,groq
sun-tan/face,sun-tan/face,openai/gpt-oss-20b,"{'prompt_tokens': 4239, 'completion_tokens': 830, 'total_tokens': 5069}",success,1.2672929763793945,False,True,sun-tan/face/normal-skin,"Elizabeth Arden-Eight Hour Cream Sun Defense for Face-Eight hour cream for face spf50 is a sunscreen with all the benefits of the original Eight Hour Cream.   The benefits of Eight Hour Cream, now rea...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.694352,True,groq
skin/moisturisers/normal-skin,skin/moisturisers/normal-skin,openai/gpt-oss-20b,"{'prompt_tokens': 4250, 'completion_tokens': 507, 'total_tokens': 4757}",success,1.4428796768188477,False,False,makeup/complexion/bb-creams-cc-creams,"Holika Holika-Among US Moisturizing Petit BB -Among US Moisturizing Petit BB SPF 30is a BB Cream moisturizer and glowing. It offers medium-high coverage.   A super velvety finish!   Holika Holika, as ...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.695348,True,groq
hair/hair-loss/shampoo,hair/hair-loss/shampoo,openai/gpt-oss-20b,"{'prompt_tokens': 4201, 'completion_tokens': 178, 'total_tokens': 4379}",success,1.3113720417022705,True,True,hair/hair-loss/shampoo,Caditar-Anti Hair Loss Complement Shampoo -Anti hair loss complement shampoo strengthens and stimulates the hair intensively.   Protection of hair fibers!   Formulated with pea extracts and marine cra...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.695348,True,groq
,,openai/gpt-oss-20b,"{'prompt_tokens': 4234, 'completion_tokens': 1000, 'total_tokens': 5234}",success,2.7498514652252197,False,False,hair/contitioner,Joico-Moisture Co-Wash Cleansing Conditioner -The Moiture co-Wash cleansing conditionercleans and moisturizes dry hair.   It cleans and moisturizes at the same time!   A true 2 in 1 that containsmarin...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.696353,True,groq
men/skin/moisturisers/sensitive-skin,men/skin/moisturisers/sensitive-skin,openai/gpt-oss-20b,"{'prompt_tokens': 4283, 'completion_tokens': 273, 'total_tokens': 4556}",success,0.7070293426513672,True,True,men/skin/moisturisers/sensitive-skin,"Eisenberg-Homme Essential Soothing Moisturising -Homme essential soothing moisturisingis ideal for men who has sensitive skin, submitted to daily aggressions,such as pollution, shaving, climate variat...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.697340,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-20b,"{'prompt_tokens': 4427, 'completion_tokens': 275, 'total_tokens': 4702}",success,0.7898886203765869,True,True,fragrance/women,Byredo-La Tulipe Eau de Parfum-Discover the essence of spring with Byredo La Tulipe Eau de Parfum—a perfume inspired by blooming tulips. A floral scent that captures the season's vibrant rebirth.Let y...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.698336,True,groq
fragrance/women,fragrance/women,openai/gpt-oss-20b,"{'prompt_tokens': 4408, 'completion_tokens': 182, 'total_tokens': 4590}",success,0.5294628143310547,True,True,fragrance/women,"Zadig Voltaire-This Is Her! Unchained Eau de Parfum-Discover Zadig &amp; Voltaire This Is Her! Unchained Eau de Parfum, a limited edition fragrance that celebrates feminine freedom and self-expression...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.699332,True,groq
mom-baby/first-years/hygiene-moisturization,mom-baby/first-years/hygiene-moisturization,openai/gpt-oss-20b,"{'prompt_tokens': 4206, 'completion_tokens': 232, 'total_tokens': 4438}",success,0.5758633613586426,True,True,mom-baby/first-years/hygiene-moisturization,"Klorane-Klorane Baby Body Milk Toilette -Rich insmoothing andprotectiveextract of Calendula, itis recommended for a moisturizing action with high tolerance.   Natural care moisturizingbody milk   Nour...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.699332,True,groq
health-care/oral-health/toothpaste,health-care/oral-health/toothpaste,openai/gpt-oss-20b,"{'prompt_tokens': 4229, 'completion_tokens': 199, 'total_tokens': 4428}",success,0.6644418239593506,True,True,health-care/oral-health/toothpaste,Elgydium-Bio Sensitive Toothpaste -Bio Toothpaste Sensitive Teeth -1st Range of toothpastes with biological certificate!   Elgydium care indicated for sensitive teeth&hearts;   Its formulation with Ar...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.700329,True,groq
skin/seruns,skin/seruns,openai/gpt-oss-20b,"{'prompt_tokens': 4259, 'completion_tokens': 288, 'total_tokens': 4547}",success,0.6165554523468018,False,True,skin/dark-spots/seruns,Purito-Pure Vitamin C Serum -Pure Vitamin C Serum for anenlightened and radiant complexion!   A healthy glow!   With a composition of 5% ascorbic acid that prevents acne scars anddarkspotsas well as i...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.701364,True,groq
skin/dark-spots/targeted-correction,skin/dark-spots/targeted-correction,openai/gpt-oss-20b,"{'prompt_tokens': 4580, 'completion_tokens': 464, 'total_tokens': 5044}",success,0.9423441886901855,False,True,skin/dark-spots/specific-moisturizers,"Mesoestetic-Dermamelan Treatment Home Treatment -The Dermamelan is a cream with peeling action, skin regenerative, depigmenting, which acts on thehyperpigmentation disorders ofmel&acirc;nic origin: th...",prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.701364,True,groq
,,openai/gpt-oss-20b,"{'prompt_tokens': 4285, 'completion_tokens': 1000, 'total_tokens': 5285}",success,1.2125084400177002,False,False,skin/global-anti-aging/specific-moisturizers,Institut Esthederm-Intensive Retinol Anti-Wrinkles Cream -All the anti-aging potential of retinol in your moisturizer!  TheIntensive retinol anti-wrinkles creamis suitable to care forskin aging onthe ...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.702322,True,groq
hair/hair-loss/seruns-leave-in,hair/hair-loss/seruns-leave-in,openai/gpt-oss-20b,"{'prompt_tokens': 4633, 'completion_tokens': 450, 'total_tokens': 5083}",success,1.2517836093902588,False,False,men/hair/hair-loss,Kerastase-Genesis Homme Anti Hair-Fall Fortifying Serum -Genesis Homme S&eacute;rum Anti-Chute Fortifiant is ananti hair-fall fortifying serum for weakened hair prone to hair loss that improves streng...,prompt_01,openai/gpt-oss-20b,True,2025-08-07T09:50:21.713142,True,groq
