predicted_category,confidence,raw_response,tokens_used,model_used,timestamp,status,concatenated_product,true_category,exact_match,partial_match,prompt_name
fragrance,unknown,fragrance,4734,gpt-4o-mini-2024-07-18,2025-08-06T12:20:00.831498,success,"Karl Lagerfeld-Rouge Eau de Parfum-Discover Karl Lagerfeld Rouge Eau de Parfum, the bold revival of an iconic fragranceâwhere timeless elegance meets daring modernity in a dazzling fruity-floral harmony.Where red speaks louder than words!What is the story of Karl Lagerfeld Rouge Eau de Parfum?After nearly a decade, Karl Lagerfeldâs signature scent is reborn as Rouge, paying homage to the designerâs beloved shade of red. Crafted by perfumer Romain Almairac, this eau de parfum captures the contrast of classical elegance and avant-garde energyâan olfactory paradox inspired by Lagerfeld's world.Fragrance Features:Distinctive red bottle with iconic geometric designModern yet timeless, bold yet balancedFragrance Composition:The fragrance opens with a vibrant blend of blackcurrant, pear, and peach, creating a juicy and inviting introduction that immediately captures the senses. As it unfolds, the heart reveals a radiant bouquet of jasmine and orange blossom, delicately enhanced by the earthy richness of patchouli. This floral-spicy core brings both lightness and depth, adding a sensual dimension to the composition. Finally, the base settles into a warm, enveloping embrace of ambroxan, smooth vanilla, creamy caramel, and the soft elegance of cashmere wood. This lasting trail offers a comforting yet sophisticated finish, perfectly balancing sweetness and warmth.",fragrance/women,False,True,prompt_HCP
men/body,unknown,men/body,4692,gpt-4o-mini-2024-07-18,2025-08-06T12:20:02.510213,success,"Man Stuff-Face Wash 150mL + Moisturiser 150mL + Scrub 150mL + Soak 150mL + Wash 2x150ml-Upgrade your grooming game with the Man'Stuff Ultimate Six Pack, featuring everything you need for face, hair, and body care in one stylish set.Six essentials, one ultimate grooming solution!Key Benefits:From face wash to muscle soak, this set covers all grooming needs;Formulated to cleanse, exfoliate, moisturize, and refresh;Features invigorating scents like Refresh, Intense, and Energise;A go-to choice for any man who values self-care and style.Whatâs Inside:Refresh Face Wash (150mL)Refresh Moisturiser (150mL)Intense Charcoal Face Scrub (150mL)Intense Hair &amp; Body Wash (150mL)Energise Muscle Soak (150mL)Energise Hair &amp; Body Wash (150mL)An all-time favorite, Man'Stuff Ultimate Six Pack combines practicality and great scents for a complete grooming experience. Ideal for gifting or upgrading your routine!",men/skin/cleansers-tonners,False,True,prompt_HCP
sun-tan/face/lightness-anti-spots,unknown,sun-tan/face/lightness-anti-spots,4672,gpt-4o-mini-2024-07-18,2025-08-06T12:20:04.218606,success,"Ducray-Melascreen Photoprotection Light Cream-Melascreen Photoprotection Light Cream SPF50+ helps to control and reduce pigmentation spots associated with sun exposure.Attenuation of brown spots!<br>Smooth and homogenous skin!Light, smooth texture, perfectly suitable for combination skin.Offers high-level protection against brown spots, UVB, short and long UVA rays, blue light and pollution. This innovative cream is an essential part of your daily skincare routine, as it effectively addresses brown spots and aging skin with its dual action formula.With Azelaic Acid, which is renowned for its ability to reduce brown spots while providing antioxidant protection against oxidative stress. Additionally, the patented TRIASORBâ¢ sunscreen provides ultra-high SPF50+ protection, shielding the skin from the harmful effects of UVB/UVA radiation and blue light up to 450 nm.The formula is gentle enough for pregnant or breastfeeding women, and it's non-comedogenic, minimizing the risk of allergic reactions.Invisible, without fragrance, photostable and water-resistant formula.",skin/dark-spots/specific-moisturizers,False,False,prompt_HCP
hair/shampoo/normal-hair,unknown,hair/shampoo/normal-hair,4643,gpt-4o-mini-2024-07-18,2025-08-06T12:20:05.953979,success,"Depot-No. 110 Black Shampoo-Revive your hair with Depot No. 110 Black Shampoo, enriched with black pigment and nourishing ingredients to boost shine, neutralize warm tones, and maintain ash hues.Tone, shine, and care in every wash!Key Benefits:Suitable for natural, colored, or bleached hair;Enriched with black pigment to enhance ash tones;Boosts shine and eliminates warm tones;Helps maintain ash tones;Neutralizes warm tones with a subtle ash effect.Active Ingredients:Rice Protein: restructures, soothes, and provides antioxidant benefits.Murumuru Butter: deeply moisturizes, reduces inflammation, and protects hair.Oat Extract: calms itching, protects the scalp, and promotes healthy hair.Transform your hair care routine with Depot No. 110 Black Shampoo. Its unique black pigment enhances cool tones, while its deeply nourishing formula ensures your hair stays healthy, shiny, and protected with every wash.",men/hair/shampoos/normal-hair,False,False,prompt_HCP
body/moisturisers,unknown,body/moisturisers,4618,gpt-4o-mini-2024-07-18,2025-08-06T12:20:08.359219,success,"Collistar-Talasso Nourishing and Revitalizing Shower-Cream -Talasso revitalizing nourishing shower cream is a body care born from the energy of the sea, with the revitalizing power of essential oils and the surrounding softness of shea butter.   A unique product that leaves the skin incredibly velvetyand thattransforms the bath into a precious ritual of beauty and well-being for the body!   This Collistar hygiene care leaves the skin incredibly silky and nourished.  A nourishing, protective, revitalizing, velvety and soothing formulabased on:   	Karite butter 	Lavender, jasmine, mandarin, mintoils 	Vegetable oils of almond and macadamia nut 	Vitamin E 	Marine extracts 	15% butters and vegetable oils",body/bath-shower/dryness-dehydration,False,True,prompt_HCP
fragrance,unknown,fragrance,4640,gpt-4o-mini-2024-07-18,2025-08-06T12:20:10.002569,success,"Calvin Klein-CK Everyone Eau de Toilette    -CK Everyone Eau de Toilette is a very current, multifaceted, fresh and provocative genderless scent.   A celebration of the infinite freedom of self-expression!   In the wake of the iconic <a href=""/calvin-klein-ck-one-eau-toilette-unissex-p-011598ck"">CK One</a> legacy, this new aromatic composition is vegan, composed of naturally sourced alcohol and infused with ingredients derived from natural origins, making this fragrance Calvin Klein s first clean fragrance.  Organic orange oil melts in layers over a heart dominated by a blue tea chord and a musky cedarwood base, creating a complex and stimulating scent.   The glass bottle, recyclable once the cap is removed, is adorned with a multipurpose elastic band with the brand s logo, which evokes Calvin Klein s classic underwear line.   Love every facet of yourself with CK Everyone!",fragrance/women,False,True,prompt_HCP
skin/firming-anti-ageing/seruns,unknown,skin/firming-anti-ageing/seruns,4633,gpt-4o-mini-2024-07-18,2025-08-06T12:20:11.858237,success,"Sesderma-Ferulac Liposomal Photoaging Serum-Discover the transformative power of Sesderma Ferulac Liposomal Serum, the ultimate solution for combating photoaging.Turn Back Time with Sesderma Ferulac Liposomal Serum!Key Benefits:Potent antioxidant and anti-aging treatmentReduces signs of photoaging: spots, wrinkles, sagging, and dehydrationSuitable for all skin typesActive Ingredients:Ferulic acidPhloretinTannic acidGlutamineAstaxanthinVitamin CGinkgo bilobaHyaluronic acid (two molecular weights)Vitamin ESesderma Ferulac Liposomal Serum is a must-have for anyone looking to revitalize their skin and combat the signs of aging. Its powerful blend of active ingredients works synergistically to restore youthful radiance, making it an essential addition to your beauty routine.",skin/global-anti-aging/seruns,False,True,prompt_HCP
skin/firming-anti-ageing,unknown,skin/firming-anti-ageing,4620,gpt-4o-mini-2024-07-18,2025-08-06T12:20:13.529981,success,"Guerlain-OrchidÃ©e ImpÃ©riale the Neck and DÃ©colletÃ© Cream -Orchid&eacute;e Imp&eacute;riale the neck and neckline Cream is a treatment of firmness and redefinition softening and improving the appearance of the skin!  <blockquote class=""text-center"">Redefinedand firmer contours!  The combination of the power of Cell Respiration technology and the state-of-the-art active ingredients provide extraordinary properties of firmness and definition!  The cream creates almost like a second skin mesh, thanks to the film with lifting and softening properties that help to carve this delicate area. Day after day the skin becomes firmer, smoother and even more luminous.  The floral fragrance gives the final sensory touch with notes of orchid, roses, cedar wood and white musk.",skin/neck-decollete-care,False,True,prompt_HCP
skin/moisturisers/sensitive-intolerant-skin,unknown,skin/moisturisers/sensitive-intolerant-skin,4565,gpt-4o-mini-2024-07-18,2025-08-06T12:20:15.713559,success,"Jowae-Replumping Water Facial Mask All Skin Types -96% of components of natural origin: HYDRATES | FILLS | SOOTHES  For an undeniably fresh and luminous complexion!  Its gelled fluxing texture immediately offers a freshness effect.   REPLUMPINGWATER MASK   With Lumifenois Antioxidants &amp; Cherry Blossom Water  Adapted to all skin types, even sensitive.  The skin is remodeled and rehydrated, finding its maximum comfort and softness!",skin/masks-exfoliators/moisturizing-masks,False,True,prompt_HCP
health-care/nutrition,unknown,health-care/nutrition,4589,gpt-4o-mini-2024-07-18,2025-08-06T12:20:17.424634,success,Resource-Diabet Food Supplement -Resource Diabet offers a specific complete diet to satisfy the nutritional needs of all diabetic individuals malnourished or at risk of malnutrition.   With soluble fiber and low glycemic index!   The formulation with low glycaemic carbohydrate and mixture of 100% soluble fibers favors the metabolic control of individuals at nutritional risk. It is adapted to the guidelines and nutritional recommendations of individuals with diabetes.  It incorporates nutrients with proven efficacy in glycaemiccontrol and in the prevention of diabetes. With a mixture of 100% soluble fibers that contribute to regulate glucose and cholesterol in the blood.  Free of lactose and no fructose added.,supplements-vitamins/diabetics,False,False,prompt_HCP
body/moisturisers,unknown,body/moisturisers,4813,gpt-4o-mini-2024-07-18,2025-08-06T12:20:19.429468,success,"Gallinee-Body Milk-Body Milk this product is renowned for leaving the skin soft, smooth, and remarkably hydrated, boasting a 103% increase in hydration levels.Weightless and quickly absorbed!!Delivers profound hydration and nourishment to the body, resulting in softer, smoother, and more supple skin. It features a patented Triple Biotic Complex consisting of prebiotics, probiotics, and postbiotics, which work synergistically to support the skin's microbiome in a gentle yet highly effective manner.Let's explore the key ingredients and their benefits:PROBIOTICS: Deactivated bacteria from the Lactobacillus family (a major part of the lactic acid bacteria group), these probiotics are extremely gentle on the skin and help to support the microbiome and the skinâs protective barrier.PREBIOTICS: Gallineeâs Body Milk contains a mix of ultra-gentle fibres and sugars that feed your skinâs good bacteria and help support the skinâs barrier, with an antibacterial action against bad bacteria.LACTIC ACID: The gentlest of AHAs, lactic acid helps the skin to stay at its optimal pH level and has hydrating and softening properties. GallinÃ©e uses a slow-release form to suit even sensitive skin.BOGBEAN EXTRACT: A powerful and natural antioxidant, bogbean extract protects vitamin C within the skinâs cells, reinforcing collagen synthesis to firm the skin.SWEET ALMOND OIL: Hydrating and nourishing, sweet almond oil also helps to soften and regenerate thanks to its high content of linoleic acid to reinforce the skinâs barrier function.Its texture is light and creamy, effortlessly melting into the skin upon application.",body/dehydration/moisturizers,False,True,prompt_HCP
skin/firming-anti-ageing/seruns,unknown,skin/firming-anti-ageing/seruns,4634,gpt-4o-mini-2024-07-18,2025-08-06T12:20:21.227744,success,"Roc-Retinol Correxion Line Smoothing Night Serum Capsules-Visibly reduce wrinkles overnight with Roc Retinol Correxion Night Serum Capsulesâclinically proven, gentle, and powerfully effective.One Capsule. Overnight Transformation.Key Benefits:97% saw smoother skin overnight100% noticed firmer, younger-looking skin in 4 weeksHydrates and restores elasticityZero irritation, even with pure RetinolSingle-dose capsules ensure maximum freshnessActive Ingredients:Roc<sup>Â®</sup> Pure Retinol: smooths fine lines and boosts cell turnoverBio-derived Antioxidant: protects and calms the skinRoc Retinol Correxion Night Serum Capsules deliver visible anti-aging results without irritation. Clinically tested and perfectly dosed, each biodegradable capsule reveals fresher, firmer skinâmaking it a game-changing essential for your nightly routine.",skin/global-anti-aging/seruns,False,True,prompt_HCP
health-care/veterinary-products,unknown,health-care/veterinary-products,4584,gpt-4o-mini-2024-07-18,2025-08-06T12:20:22.976461,success,"Bogar-Bogadent Ergo Dual Brush for Dog-The plaque should be removed preventively and regularly, with its ergonomic design and functional Bogadent Ergo Dual Brush for Dogallows teeth to be cleaned easily.   Gentle &amp; effective removal of plaque!   An ergonomic design optimized for cleaning all faces of the teeth (interior and exterior), especially the posterior molars. With graduated filaments for cleaning between teeth, with a non-slip handle to prevent the brush from slipping and a flexible area to prevent excessive pressure.  A toothbrush soft enough to reduce the likelihood of bleeding gums, but firm enough to remove food debris and plaque buildup.",health-care/veterinary-products,True,True,prompt_HCP
fragrance,unknown,fragrance,4730,gpt-4o-mini-2024-07-18,2025-08-06T12:20:24.774339,success,"Givenchy-Irresistible Eau de Parfum -Discover the luminous charm of Givenchy Irresistible Eau de Parfum â a fruity-woody floral fragrance. Join Givenchy's eco-conscious movement with this irresistible scent.Irresistible charm!What is the story of the Givenchy Irresistible perfume?Givenchy Irresistible Eau de Parfum weaves together an enchanting fragrance with a bold eco-conscious statement. Crafted for those who embrace their individuality, the newly introduced 100mL refillable bottle allows you to experience this iconic fragrance while joining Givenchyâs sustainability movement.Fragrance Features:Fruity, woody, floral notes;Refillable 100mL bottle for sustainability - 41% reduction in glass usage, 39% less environmental impact;Enriched with rose Essential, harvested in Turkey;Timeless, couture-inspired bottle design.Fragrance Composition:The fragrance opens with a vibrant blend of juicy Pear Accord and the musky warmth of Ambrette Absolute from Ecuador and Peru, offering a fresh and inviting introduction. In the heart, the rich floral notes of Turkish Rose Essential oil and the creamy elegance of Iris Butter from Morocco and China come together, creating a luxurious and sophisticated bouquet. The scent finishes with a grounding base of Virginia Cedarwood Essence and smooth Blond Wood, leaving a warm, earthy, and refined impression.",fragrance/women,False,True,prompt_HCP
skin/firming-anti-ageing/*,unknown,skin/firming-anti-ageing/*,4685,gpt-4o-mini-2024-07-18,2025-08-06T12:20:26.509952,success,"Filorga-Lift-Structure Ultralifting Cream for Day -Sagginess, loss of volume and lack of definition fromthe oval and apples of the cheecksare some of the signs of loss of skin firmness; which result from the natural process of skin aging.  In order to counteract them, Filorga has developed a solution! The Lift-structure ultralifting day cream provides an intensive firming action; with a comfortable and smoothing texture, suitable for all skin types.   Your daily care to redefine facial contours and achieve a firmer skin!   To redefine facial volumes and smooth out your features, this cream contains plasma lifting factors used in aesthetic medicine, that resultfrom the combination of cellular factors derived from curcuma rhizome, collagen and low molecular weight hyaluronic acid associated with konjac.  The intensive firming action is provided by Edelweiss and seaweed extracts, a pair of active plant ingredients that induce the skin to restore its tonicity and firmness; especially on the facial contour, cheekbones and neck.  With a fluid texture, this cream is suitable for all skin types.",skin/loss-firmness/specific-moisturizers,False,True,prompt_HCP
makeup/eyes-brows/accessories-brushes,unknown,makeup/eyes-brows/accessories-brushes,4600,gpt-4o-mini-2024-07-18,2025-08-06T12:20:28.374688,success,"Ardell-Seamless Underlash Applicator-Apply false lashes with precision using Ardell Seamless Underlash Applicator, specially designed tweezers with a pointed curve for seamless, safe application. Perfect for Seamless lashes.Precision meets perfection!Key Benefits:Exclusive pointed curve design for perfect lash application;Maximum precision for safe, easy use;Ideal for applying lashes below the natural lash line;Chrome-plated metal tweezers in a sleek blue finish.These expertly crafted tweezers ensure flawless, precise application of Seamless eyelash extensions in seconds. Ardell Seamless Underlash Applicator ergonomic curve and durable design make them a must-have tool for achieving a professional look with ease.",makeup/eyes-brows/accessories-brushes,True,True,prompt_HCP
body/moisturisers,unknown,body/moisturisers,4547,gpt-4o-mini-2024-07-18,2025-08-06T12:20:30.071137,success,"Shiseido-Ginza Perfumed Body Lotion -The light, flowing texture of intensely scented Ginza Perfumed Body Lotion leaves skin soft and hydrated.     A scented and hydrated skin!   Ginza is a fragrance created by Shiseido that encourages women to express their femininity, to celebrate their duality and to unleash the power of their personality.  The synthesis of contradictions to achieve maximum harmony in a floral bouquet fused with the wood of the sacred forest.",fragrance/fragranced-moisturizers,False,False,prompt_HCP
skin/dark-spots/seruns,unknown,skin/dark-spots/seruns,4608,gpt-4o-mini-2024-07-18,2025-08-06T12:20:31.807103,success,"Uriage-DÃ©piderm Anti-Dark Spot Serum-DÃ©piderm Anti-Dark Spot Serum Brightening Booster features 94% naturally sourced ingredients, visibly reducing blemishes, evening out skin tone, and giving it a radiant glow.Reduces blemishes and evens out skin tone!Thanks to a complex with 20% vitamin C, this serum ensures a uniform and radiant complexion. Active ingredients: [Mela Technology + 20% Vitamin C Complex + Niacinamide] for a comprehensive action in blemish correction and prevention.Fragrance-free, non-comedogenic, and dermatological tested, it is suitable for all skin types, even the most sensitive.With its lightweight and comfortable texture, it is suitable for all skin types.",skin/dark-spots/seruns,True,True,prompt_HCP
skin/moisturisers/dryness,unknown,skin/moisturisers/dryness,4699,gpt-4o-mini-2024-07-18,2025-08-06T12:20:33.472808,success,"Clarins-Super Restorative Night Cream Very Dry Skin -Super Restorative Night Cream Very Dry Skinisa night cream for the face of dense texture, attenuatesthe damage that age-related hormonal changes cause to the skin, especially suitable for dry to very dry skin.   Recharge as you sleep!   The skin is immediately smoothed, intensely nourished, night after night is uniform and as if with a lifting effect, presenting more luminous at awakening. Your secret? A powerful vegetable duo composed of harungana bio extract and bio tojo extract that contributes to redensify the skin, grants a lifting effect and fights the sagging of the skin. Its rich and dense texture enriched with bio shea butter moisturizes and intensely nourishes the skin. Wrinkles are attenuated and the skin regains comfort and flexibility. The skin is filled, firmer and more luminous. Contains the anti-pollution complex.  A powerful plantduo:   	Harungana bio extract, a powerful anti-agingClarins vegetable extract harvestedresponsibly in Madagascar -the active as powerful as retinol! 	 	Tojo bio extract,responsibly harvested in France, helps fight skin aging.",skin/global-anti-aging/specific-moisturizers,False,True,prompt_HCP
supplements-vitamins/sleep-anxiety,unknown,supplements-vitamins/sleep-anxiety,4668,gpt-4o-mini-2024-07-18,2025-08-06T12:20:35.847248,success,"Stresscalm-Stresscalm Food Supplement-Discover the secret to a serene, restful night with Stresscalm, a natural plant-based formula designed to soothe your mind and enhance sleep quality.Embrace tranquility, embrace Stresscalm.Key Benefits:<ol>Natural Sedative Action: Featuring passiflora and chamomile.Mood Regulation: Assists in balancing mood swings.Sleep Disorder Aid: Effective in combating sleep disturbances.Enriched with Vitamins: Contains niacin and vitamin B2 from the B-complex family.</ol>Active Ingredients:PassifloraChamomileNiacin (Vitamin B3)Vitamin B2Stresscalm is your go-to solution for those seeking a natural way to alleviate stress and improve sleep. Its unique blend of sedative herbs like valerian, chamomile, and passiflora, combined with the mood-stabilizing effects of B-complex vitamins, makes it an essential addition to your nightly routine.Say goodbye to restless nights and moody days with Stresscalm, and welcome a newfound sense of peace and well-being.",supplements-vitamins/sleep-anxiety,True,True,prompt_HCP
body/atopic-dermatitis/specific-care,unknown,body/atopic-dermatitis/specific-care,4690,gpt-4o-mini-2024-07-18,2025-08-06T12:20:37.670019,success,"La Roche Posay-Cicaplast Balm B5+ -This multi-repairing balm, has a triple-action formula: 1. skin regenerating, 2. soothing and skin repair 3. skin protetor with antibacterial agents.  A texture with high cosmeticity, soothes sensitive skins after dermatitis and skin alterations. For the whole family: infants, children and adults.   A multi-repairing care for sensitive, cracked, scalyskin withwarm feeling ... it can be applied in the body, face and lips   Formulated with 5% Panthenol, madecassoside and tribiome, intensely repairing the skin!  CICAPLASTline by La Roche-Posay  Accelerates epidermal healing and repair.  For the whole family, this epidermal restorative line, has an healing effect that accelerates the healing of damaged, scaly, cracked, soreskin or injury from a trauma (abrasion, burning, cracking), by external aggression (cold, extreme dryness , mycotic infection), for a dermatological action (peeling, laser, dermabrasion) or minor surgery.",health-care/scars-reparing-creams,False,False,prompt_HCP
fragrance,unknown,fragrance,4539,gpt-4o-mini-2024-07-18,2025-08-06T12:20:39.348804,success,"Hermes-Un Jardin Sur Le Nil Eau de Toilette -A frafrance with an unusual freshness, born between green aromasof plants, water and sand ....   The starting point for a new olfactory adventure   Hermes un jardin sur le nil  A garden on the Nile - an unforgettable ride through the impressionist and unforgettable garden island in the Nile at Aswan.  An aroma in a distant garden, now so close &hearts;",fragrance/women,False,True,prompt_HCP
skin/eye-contour/anti-ageing,unknown,skin/eye-contour/anti-ageing,4533,gpt-4o-mini-2024-07-18,2025-08-06T12:20:41.120570,success,"Dr Grandel-Hydro Active Eye Contour Gel -Hydro active eye contour gelis a decongestant, revitalizing and hydrating gel to the eye contour area.   For a younger and refreshed look!   It acts to minimize fine lines and wrinkles from dehydration, to reduce swelling aroundeyes and soothe the skin, providing a luminous and refreshed skin around eyes.",skin/eye-care/dryness-dehydration,False,True,prompt_HCP
