predicted_category,confidence,raw_response,tokens_used,model_used,timestamp,status,concatenated_product,true_category,exact_match,partial_match,prompt_name
health-care/diapers-incontinence,unknown,health-care/diapers-incontinence,4625,gpt-4o-mini-2024-07-18,2025-08-06T12:02:33.961562,success,"Tena-Pants Plus -  Suitable for moderate to severe incontinence, TENA Pants Plus provide enhanced protection when the need of your loved one is slightly larger.  With ConfioFit, gets a thin protection with anatomical format which also ensures great comfort and discretion.   100% breathable, are a great choice for a good skin health.   It s soft and discrete as underwear.  The Odour Neutralizer minimizes the ammoniaodor, giving a fresh and dignityfeeling.  Protection against TENA Pants incontinence is so easy to remove as is is to wear. Just tear the side seams and remove theunderwear.  Within each degree of absorption, the size should be chosen according to the diameter of the waist of the person will use. Use the correct size is important for the underwear is well adjusted to the body.",health-care/diapers-incontinence,True,True,prompt_HCP
men/skin/cleansers-tonners,unknown,men/skin/cleansers-tonners,4619,gpt-4o-mini-2024-07-18,2025-08-06T12:02:35.732408,success,"Uppercut-Exfoliating Cleanser-Exfoliating Cleanser is expertly crafted to provide a gentle yet thorough cleanse, preparing the skin for an impeccably close shave.Refreshes the skin, while its exfoliating properties ensure an exceptionally close shave without drying the skin!Infused with Ground Pumice for exfoliation and Charcoal for detoxification, this daily-use cleanser promotes clean and blemish-free skin, suitable for all skin types. It features a soothing complex that refreshes and cools the skin, while its exfoliating properties help lift facial hair, ensuring an exceptionally close shave without drying the skin. The delightful fragrance combines Cyprus and Cedar notes.With beneficial ingredients like Activated Charcoal, Ground Pumice, Chamomile Extract, and Green Tea Extract, this cleanser offers a comprehensive grooming solution.",men/skin/cleansers-tonners,True,True,prompt_HCP
men/skin/anti-ageing,unknown,men/skin/anti-ageing,4700,gpt-4o-mini-2024-07-18,2025-08-06T12:02:37.402737,success,"Collistar-Uomo Anti-Age Energizing Cream-Gel -Uomo Anti-Age Energizing Gel-Cream,an innovative face treatment developed specifically for male skin, now with a new formula for even more effective resulatdos.   More cleanand even more effective!   The main active ingredient is Meristematic Cellsof the Sequoia* immune system. These have the ability to revitalize and stimulate skin cell activity. It also contains Extract of Italian Pomegranate, a powerful antioxidant that fights free radicals and an Energizing Active Ingredientthat improves the firmness, energy and vitality of the skin.  With a light and fresh texture, easily absorbed, this treatment has viable results:  <div>â Skin firmer, hydrated and revitalized</div>  <div>â Wrinkles minimized</div>  <div>â More evenly and noticeably healthier skin</div>    Silicon-Free, No Animal Ingredients, Alcohol-Free and microplastics-free.  Dermatologically tested on sensitive skin.    *SUSTAINABILITY: A small amount of plant tissue is enough to produce an entire chain of cells in vitro, saving energy, soil and water.",men/skin/first-signs-age,False,True,prompt_HCP
skin/masks-exfoliators,unknown,skin/masks-exfoliators,4603,gpt-4o-mini-2024-07-18,2025-08-06T12:02:39.102017,success,"Holika Holika-After Mask Sheet After Taking a Trip-After Mask Sheet After Taking A Trip is specially designed to alleviate puffiness and rejuvenate the skin after experiencing the effects of jet lag or other negative events.Brightens the skin and improves overall appearance!Contains carefully selected fruit extracts to provide a nourishing and pampering treatment for the skin. This mask not only enhances radiance but also relieves tension and detoxifies congested areas.With the help of powerful antioxidants from Orange Peel Extract, it brightens the skin and improves overall appearance. Within just 15 minutes, this illuminating mask leaves the skin feeling soft, smooth, and radiant, making it perfect for after a long day of travel or anytime the skin needs extra care.",skin/masks-exfoliators/tissue-masks,False,True,prompt_HCP
body/moisturisers,unknown,body/moisturisers,4590,gpt-4o-mini-2024-07-18,2025-08-06T12:02:40.818532,success,"Roger Gallet-Rose Wellbeing Body Lotion -Rose Wellbeing Body Lotionis a body milk that soothes and nourishes dry and sensitive skin.   Leaves the skin incredibly soft and deliciously fragrant!   The Rose body milk invites you to an intimate moment of softness.  Enriched with natural rose essential oil with relaxing virtues and shea butter, it nourishes the skin and provides 24-hour hydration.  Its light texture is absorbed instantly and leaves your skin moisturized and deliciously scented with the velvety fresh notes of Rose.  The carnal tenderness of the petals of the Damascene Rose that spreads relentlessly over the skin like a balm of softness.",fragrance/fragranced-moisturizers,False,False,prompt_HCP
men/perfumes/fragrances,unknown,men/perfumes/fragrances,4563,gpt-4o-mini-2024-07-18,2025-08-06T12:02:42.527817,success,"Yves Saint Laurent-La Nuit de L'Homme Eau de Toilette -For the man who reveals his sensuality when the night falls...  La nuit de l homme eau de toilette for men is a mysterious and woody fragrance; which is capable of emanating a powerful aura of seduction!   <p class=""text-center"" style=""margin-left:40px"">Feel powerful until dawn!   With cardamom, fava tonkaand cedar wood, for the captivating and conquering men, who knows what he wants!",men/perfumes/fragrances,True,True,prompt_HCP
hair/volume,unknown,hair/volume,4540,gpt-4o-mini-2024-07-18,2025-08-06T12:02:44.058490,success,"Rene Furterer-Volumea Volumising Foam -VolumeaFoam without Rinse: the softness of a volumizing foam, combined with flexibilityand light fixation.  A Rene Furterer carewith anti-static effect for a controled volume.   Gives volume and flexibility to your hair   Volumea foam, operates in fine hair to give a controlled volume effect.  The hair becomes soft and shiny, with great volume!",hair/seruns-leave-in/volume,False,True,prompt_HCP
hair/damaged-hair/masks,unknown,hair/damaged-hair/masks,4593,gpt-4o-mini-2024-07-18,2025-08-06T12:02:45.643504,success,"Sesderma-Seskavel Repair Keratin Mask for Damaged Hair -The hair that is dry and damaged at it s length tend to become frizzy, dull and rough; and these features give itan unhealthy aspect.  To counter all these signs of hair damage, Sesderma developed the Seskavel repair keratin mask for damaged hair; whichs rebuilds and repairs the hair fiber.   Let your hair shine!   This mask owes shouldrestructuring action tokeratin and also a complex of amino acids; that bind to the cuticle damage repairing the damagedsites. Additionally, the silk proteins protectthe fiber and theargan oil nourishes your hair.",hair/damaged-hair/masks,True,True,prompt_HCP
makeup/lips/lipliners,unknown,makeup/lips/lipliners,4585,gpt-4o-mini-2024-07-18,2025-08-06T12:02:47.664251,success,"LA Girl-Hold It in-Prevent lipstick feathering and fine lines with Hold It In reverse lip liner.Keep your lip color in check! The secret to longer-lasting, flawless lips!Key benefits:Transparent lip primer prevents lipstick from feathering and settling into fine lines;Smooth, creamy texture extends the wear of your lip color;Acts as a transparent lip primer with excellent adhesion to the skin;Composition melts and protects your lips for greater comfort;Vegan and free from fragrance and parabens for sensitive lips.Keep your lip color in check with Hold It In reverse lip liner â the key to picture-perfect lips, every time.",makeup/lips/lipliners,True,True,prompt_HCP
makeup/eyes-brows/eye-shadow,unknown,makeup/eyes-brows/eye-shadow,4542,gpt-4o-mini-2024-07-18,2025-08-06T12:02:49.501755,success,"Sensilis-Baked Quattro Eyeshadow-Baked Quattro is a palette of shadows that enhances and intensifies the look.     From a natural to intense look!   Optimized formula that combines an exceptional concentration of pigments with a smooth texture for easy application and to maximize color expression.  With 4 shades, matts and luminous, the palette allows you to draw a natural or intense look, almond or smoky.",makeup/eyes-brows/eye-shadow,True,True,prompt_HCP
men/body/deodorants-antiperspirants,unknown,men/body/deodorants-antiperspirants,4645,gpt-4o-mini-2024-07-18,2025-08-06T12:02:51.132387,success,"Collistar-Uomo Freshness Deo 48 Hrs Spray-Experience lasting freshness with the Collistar Uomo Freshness Deo 48 Hrs Spray. This no-gas, antiperspirant spray is formulated for effective all-day protection, keeping you feeling fresh and revitalized for up to 48 hours. Infused with distilled Italian Bergamot water, it provides an instant boost of energy and vitality.Stay fresh, energized, and confident for 48 hours!Key Benefits:Long-lasting 48-hour deodorizing action;Light, non-greasy formula that dries instantly;Designed to minimize marks and stains on fabrics;Practical spray for even, easy distribution;Fresh scent with a revitalizing boost from Italian Bergamot.Stay fresh and confident all day long with Collistar Uomo Freshness Deo 48 Hrs Spray that offers powerful protection and a refreshing sensation without leaving marks. Ideal for active men seeking both practicality and effectiveness.",men/body/deodorants-antiperspirants,True,True,prompt_HCP
sun-tan/face,unknown,sun-tan/face,4691,gpt-4o-mini-2024-07-18,2025-08-06T12:02:52.759928,success,"Isdin-Fotoultra Fusion Water Magic Repair-The innovativeISDIN FusionWatertextureis now also available in an anti-ageingformulation!  The Fotoultra age repair spf50 is a sunscreen that was specially formulated for the face area, thus providing atriple action against photoaging.   Protects, repairs and reverses the signs of photoaging skin; leaving your skin with a silky matte finish!    	PROTECTION   In addition to theUVB/UVAfilters, this product is also able to protect the skin from visible and infrared radiation; thus preventing the damage cause byall these radiations onskin cells.   	REPAIR   The DNA Repairsomes at on the damage caused in the cellular DNA, thus preventing it s accumulation.   	REVERSE   This sunscreen is able to correct the visible signs of photoaging thanks to the association of Li-Q10 (stimulation of Q10 coenzimesynthesis), Collagen Booster Peptide (stimulation of collagen synthesis) and hyaluronic acid (improves skin elasticity thanks toit smoisturizing action).  Doesn  sting on the eyes.  Suitable for sensitive skin.  Biodegradable formula.",sun-tan/face/lightness-anti-spots,False,True,prompt_HCP
men/body/deodorants,unknown,men/body/deodorants,4557,gpt-4o-mini-2024-07-18,2025-08-06T12:02:54.535374,success,"Eisenberg-J'Ose Stick Deodorant Man -J ose stick deodorant leaves the skin of the armpits soft and smooth, while eliminating bad odors and leaves the skin scented.   Say goodbye to bad odors all day long!   It can be used after hair removal. It does not contain alcohol or aluminum salts.  After the first application, the development of bacteria responsible for bad odors decreases and after oneweek of use, the deodorizingproperties and antibacterial effectiveness are heightened.  Hypoallergenic.",men/perfumes/deodorants,False,True,prompt_HCP
makeup/complexion/accessories-brushes,unknown,makeup/complexion/accessories-brushes,4614,gpt-4o-mini-2024-07-18,2025-08-06T12:02:57.052529,success,"Shiseido-Daiya Fude Face Duo-On one side,a round tip that mimics the texture of your fingers. On the other side, a brush of synthetic bristles in adiamond shape, whichadapts perfectly to your facecontours.  The Daiya fude face duoadapts to all kinds of textures, such aspowders, creams, gels or liquids.   The perfect accessory for a flawless makeup.   Unlike traditional sponges, the round brush tip is made ofpolyurethane and does not absorb the product applied; ensuring a pigmented finish. Also the red brush contains densely packed bristles; providing a perfect balance between firmness and flexibility.  Being handcrafted by Japanese specialized artesians, Shisieido brushes ensure a superior quality.",makeup/complexion/accessories-brushes,True,True,prompt_HCP
sun-tan/after-sun,unknown,sun-tan/after-sun,4560,gpt-4o-mini-2024-07-18,2025-08-06T12:02:58.747909,success,"Isdin-Post-Solar After Sun Lotion Soothing and Refreshing -The refreshing action frommenthol joins soothing power of chamomile and allantoin, creating a single after-sun care!  The Post-solar after sun lotion soothing and refreshing allows to restore skin hydration after sun exposure, leaving it soft and prolonging your tan!   Skin repairingandredness prevention for a luminous and uniform tan!   The nutritious formulaprevents flaking that often follows sun exposure, leaving your skin perfectly moisturized.",sun-tan/after-sun,True,True,prompt_HCP
health-care/oral-health/toothpaste,unknown,health-care/oral-health/toothpaste,4572,gpt-4o-mini-2024-07-18,2025-08-06T12:03:00.526924,success,"GUM-Easy-Flossers Dental Floss-Acess Floss Dental Floss is designed for use in difficult-to-reach areas such as under and around crowns, bridges, implants, and wide interdental spaces.Effectively removes plaque and debris without irritating the gums!This dental floss expands to fit different interdental space sizes, allowing for greater contact with the tooth surface. Its rigid tips make it easy to insert into narrow spaces and hard-to-reach areas, and it effectively removes plaque and debris without irritating the gums.Use it with ease and enjoy a thorough cleaning.",health-care/oral-health/toothbrushes-accessories,False,True,prompt_HCP
skin/cleansers-tonners,unknown,skin/cleansers-tonners,4674,gpt-4o-mini-2024-07-18,2025-08-06T12:03:02.295713,success,"Skinceuticals-Equalizing Toner Pore-Refining Toner -This astringent tonic that reduces pores, helps establish the equilibrium of the skin, gives sensation of freshness and restructures the skin s pH hidrolipidic.  The presence of AHA s, helps to exfoliate dead skin cells while botanical extracts such as Witch Hazel, Rosemary, Aloe Vera, Chamomile, soften and tone the skin.  This tonic, perfume and alcohol-free, oil free texture, contains anti-bacterial, anti-fungal and anti-inflammatory properties.   	AHA- Exfoliating action; 	Aloe Vera- Soothing action.    Balances and restores the skin s protective ph layer   A proper cleaning of the skin, carries numerous benefits besides the welfare and the sensation of purity.  Cleansing the skin, controls excess oils, promotes hydration, provides a greater permeability and cutaneous penetration, removes dead cells and thins the skin grain.  To this propose ,SkinCeuticalsdeveloped cleaning care, which enhanceantioxidantand corrective care.",skin/cleansers-tonners/normal-skin,False,True,prompt_HCP
supplements-vitamins/bones-joints,unknown,supplements-vitamins/bones-joints,4649,gpt-4o-mini-2024-07-18,2025-08-06T12:03:04.667128,success,"Aquilea-Joints Strong Powder -Aquilea Joints Strong powder is a food supplement based on collagen, glucosamine, chondroitin, turmeric, hyaluronic acid and vitamin C that helps strengthen joints and increase flexibility. Orange flavor.   More flexible and pain-less joints!    	Collagen,a protein that naturally exists in cartilage, bones and skin and is essential for the structure and functioning of joints 	Glucosamine, a substance that is naturally found in the body and is involved in the formation of ligaments, tendons and cartilages 	Ndroitin,a substance found in the cartilages around the joints 	Turmeric helps maintain joint flexibility and well-being, as well as good mobility 	Hyaluronic Acid, an essential component that is found in a natural way in joints and cartilages 	Vitamin C contributes to the normal formation of collagen and the normal functioning of cartilage, bones and skin",supplements-vitamins/bones-joints,True,True,prompt_HCP
hair/styling,unknown,hair/styling,4530,gpt-4o-mini-2024-07-18,2025-08-06T12:03:06.356292,success,"Reuzel-Grooming Tonic -Reuzel Grooming Tonic is a tonic that gives volume and a natural appearance to the hair.   Ideal for styling of fine hair!   This spray heat protector is ideal for supporting and controlling without weighing for thin hair.  Suitable for all types of thermal styling, this treatment is perfect for creating volume, elevating or texture.",men/hair/styling,False,False,prompt_HCP
hair/contitioner,unknown,hair/contitioner,4599,gpt-4o-mini-2024-07-18,2025-08-06T12:03:08.019513,success,"Garnier-Fructis Hair Food Conditioner Pineapple-Elevate your hair care routine with Fructis Hair Food Conditioner Pineapple â a vegan formula with 97% natural ingredients.Immerse your hair in intense nourishment and healthiness!Advantages:Vegan formula with 97% natural ingredients;98% biodegradable with ecological pineapple;Intensely nourished and healthy hair;Detangles and strengthens;Fast-rinsing for a quick and easy routine;Anti-breakage benefits;Silicone-free for a natural feel.Fructis Hair Food Conditioner Pineapple is your ticket to naturally beautiful hair. Detangle and strengthen your hair effortlessly with a fast-rinsing, silicone-free formula that promotes anti-breakage benefits.",hair/contitioner/dry-to-very-dry-hair,False,True,prompt_HCP
body/bath-shower,unknown,body/bath-shower,4625,gpt-4o-mini-2024-07-18,2025-08-06T12:03:09.668669,success,"Clarins-Tonic Bath Bath & Shower Concentrate-Bain aux Plantes ""Tonic"" is a cleansing care that stimulates body and mind and gives an enormous feeling of well-being thanks to the scent of essential oils associated with the principle of aromatherapy.It tones and revitalizes the skin!In this cleansing treatment, Clarins Aroma expertise was associated with essential oils of wild mint, organic aromatic geranium, rosemary and organic soapy extract that naturally foams. In contact with water, its gel texture transforms into foam to gently cleanse the skin in the bath or shower, toning the skin and the spirit.Under the effect of heat, it releases aromatic toning vapors, providing a moment of well-being, to feel like in a spa.98% ingredients of natural origin.For adult use only.The bottle is refillable thanks to eco-recharge.",body/bath-shower,True,True,prompt_HCP
hair/anti-dandruff/shampoo,unknown,hair/anti-dandruff/shampoo,4683,gpt-4o-mini-2024-07-18,2025-08-06T12:03:11.610245,success,"Ioox-Keto Plus Shampoo-Transform your hair care routine with Ioox Keto Plus Shampoo, the ultimate solution for oily dandruff and excess sebum.Cleanse, Balance, RenewâExperience Scalp PerfectionKey Benefits:Eliminates oily dandruff and excess sebumCleanses and exfoliates the scalpReduces inflammation and itchinessPromotes healthy cell renewalProvides astringent and antiseptic propertiesActive Ingredients:Salicylic acid: Cleanses, exfoliates, and renews cellsPiroctone olamine: Anti-dandruff, inhibits fungal growthIchthyol pale: Reduces inflammation and regulates sebumEssence of salvia: Astringent and antiseptic propertiesIoox Keto Plus Shampoo is a must-have for anyone dealing with oily dandruff and excess sebum. This groundbreaking formula, enriched with salicylic acid, piroctone olamine, ichthyol pale, and essence of salvia, offers comprehensive scalp care by eliminating dandruff, reducing inflammation, and regulating oil production. Enjoy a refreshed, balanced, and healthier scalp with each wash.",hair/shampoo/oily-hair,False,True,prompt_HCP
skin/eye-care/sensitive-intolerant-skin,unknown,skin/eye-care/sensitive-intolerant-skin,4662,gpt-4o-mini-2024-07-18,2025-08-06T12:03:13.485038,success,"La Roche Posay-Toleriane Dermallergo Eye Contour -Toleriane dermallergo eye contouris suitable for sensitive eyes, with redness, itching, and swelling, and discomfortsensation.  This moisturizer and ultra-soothing cream, reduces the swelling and discomfort, while the thermal water in its formulation soothes and protects the sensitive skin around the eyes.  The hermetically sealed packaging ensures a pure formulawith a high tolerance, since it doesn t have preservatives, parabens, perfume, alcohol, dyes or lanolin.   Day after day, reduces the sensitivity   Tol&eacute;riane s line from La Roche Posayfor allages,is composed by high tolerance products formulated with the minimum number of ingredients in order to reduce the risk of allergies. Extreme, instant and long-lastingcomfort, for alldamaged, irritated, sensitive skins, assaulted byaggressive treatments or with allergies whichpresentsdiscomfort on a daily basis. The first 3-step program for all skin types.",skin/eye-care/sensitive-intolerant-skin,True,True,prompt_HCP
skin/seruns/*/anti-ageing,unknown,skin/seruns/*/anti-ageing,4725,gpt-4o-mini-2024-07-18,2025-08-06T12:03:15.245019,success,"Lierac-Radiance Protocol the Concentrated Serum 30mL + Sachets 14x0.2g-Reveal brighter, smoother, and revitalized skin with Lierac Radiance Protocol the Concentrated Serum â a 20% pure Vitamin C treatment that boosts radiance and visibly reduces signs of fatigue and aging.Visible improvements in tone, texture, and luminosity within just one month!Key Benefits:Instantly boosts radiance and luminosity;Visibly reduces wrinkles and fine lines;Evens out skin tone and improves texture;Protects against oxidative stress;Stimulates collagen production for firmer skin;91% natural-origin ingredients;Dermatologically tested and vegan;Ideal for all skin types, especially dull, tired, or lackluster skin.Active Ingredients:Pure Vitamin C: 100% natural origin, this potent antioxidant brightens, reduces signs of aging, and boosts collagen synthesis.Niacinamide: regulates pigmentation, improves skin tone, and strengthens the skin barrier.Vitamin E: neutralizes free radicals and maintains a radiant, even complexion.Lierac Radiance Protocol the Concentrated Serum is your long-term radiance solution. Featuring a potent 20% concentration of pure vitamin C, this advanced formula revitalizes dull skin, smooths fine lines, and enhances your natural glow.",skin/dark-spots/seruns,False,True,prompt_HCP
