Index,Dataset_Row,Feature_brand,Feature_itemCapacity,Feature_itemCapacityUnits,Feature_packType,Feature_nameEN,Feature_hsCodeNav,Actual_weight,Predicted_weight,Residual_weight,AbsResidual_weight,IsOutlier_weight,Actual_width,Predicted_width,Residual_width,AbsResidual_width,IsOutlier_width,Actual_height,Predicted_height,Residual_height,AbsResidual_height,IsOutlier_height,Actual_depth,Predicted_depth,Residual_depth,AbsResidual_depth,IsOutlier_depth,IsOutlier_Any,Outlier_Count
17311,611,196,200,2,0,84,7,245,528.2831547619048,283.2831547619048,283.2831547619048,True,6,7.473107142857141,1.473107142857141,1.473107142857141,False,15,14.749083333333331,-0.2509166666666687,0.2509166666666687,False,4,6.147559523809525,2.147559523809525,2.147559523809525,False,True,1
8364,619,78,75,2,0,102,7,296,111.03066666666668,-184.96933333333334,184.96933333333334,False,8,5.4975,-2.5025000000000004,2.5025000000000004,False,7,13.884,6.884,6.884,True,8,4.350714285714286,-3.649285714285714,3.649285714285714,True,True,2
15880,621,43,150,2,0,33,7,199,193.81776190476194,-5.182238095238063,5.182238095238063,False,8,5.817666666666665,-2.182333333333335,2.182333333333335,False,7,17.62992857142857,10.629928571428572,10.629928571428572,True,8,4.8566666666666665,-3.1433333333333335,3.1433333333333335,False,True,1
7458,623,318,1,1,0,165,13,18,21.09140372695648,3.0914037269564787,3.0914037269564787,False,20,7.15153566009677,-12.84846433990323,12.84846433990323,True,3,16.586433102297633,13.586433102297633,13.586433102297633,True,2,1.9794992658737443,-0.02050073412625575,0.02050073412625575,False,True,2
19363,638,148,100,2,0,120,7,188,151.041,-36.959,36.959,False,9,5.983702380952382,-3.0162976190476183,3.0162976190476183,False,7,14.874333333333334,7.874333333333334,7.874333333333334,True,8,5.890999999999999,-2.109000000000001,2.109000000000001,False,True,1
12136,640,179,1,1,3,166,12,233,228.20876190476193,-4.7912380952380715,4.7912380952380715,False,17,11.71,-5.289999999999999,5.289999999999999,False,9,16.262666666666668,7.262666666666668,7.262666666666668,True,4,2.601875,-1.3981249999999998,1.3981249999999998,False,True,1
13352,666,614,36,4,0,128,6,405,59.963711538461546,-345.03628846153845,345.03628846153845,True,21,7.128500000000002,-13.871499999999997,13.871499999999997,True,13,8.155857142857142,-4.844142857142858,4.844142857142858,False,4,2.9284901940165096,-1.0715098059834904,1.0715098059834904,False,True,2
21816,693,576,1,1,3,53,0,687,216.78166666666667,-470.21833333333336,470.21833333333336,True,31,14.292833333333336,-16.707166666666666,16.707166666666666,True,11,11.262785714285714,0.2627857142857142,0.2627857142857142,False,10,8.196702380952383,-1.8032976190476173,1.8032976190476173,False,True,2
11827,699,466,1,1,3,20,7,460,388.1283333333333,-71.87166666666673,71.87166666666673,False,16,13.576666666666668,-2.423333333333332,2.423333333333332,False,19,15.011500000000002,-3.9884999999999984,3.9884999999999984,False,5,10.836166666666665,5.836166666666665,5.836166666666665,True,True,1
6746,713,600,300,2,0,87,11,328,349.2157261904761,21.21572619047612,21.21572619047612,False,8,8.445434704184704,0.445434704184704,0.445434704184704,False,20,12.380743230625583,-7.619256769374417,7.619256769374417,True,4,7.312939033189034,3.312939033189034,3.312939033189034,True,True,2
20995,716,2,100,2,0,58,7,185,174.6642857142857,-10.335714285714289,10.335714285714289,False,5,7.04,2.04,2.04,False,16,9.188571428571429,-6.811428571428571,6.811428571428571,True,5,6.8657142857142865,1.8657142857142865,1.8657142857142865,False,True,1
2930,728,202,150,4,0,50,29,190,160.0716666666667,-29.928333333333313,29.928333333333313,False,22,8.551666666666668,-13.448333333333332,13.448333333333332,True,5,12.489166666666666,7.489166666666666,7.489166666666666,True,4,4.921212121212121,0.9212121212121209,0.9212121212121209,False,True,2
3148,737,455,1,1,0,1,4,135,54.73258667068226,-80.26741332931775,80.26741332931775,False,11,5.562149468178879,-5.437850531821121,5.437850531821121,True,19,23.50333357737034,4.503333577370341,4.503333577370341,False,4,2.930090874811463,-1.0699091251885369,1.0699091251885369,False,True,1
20598,738,5,150,2,0,57,11,205,202.458,-2.5420000000000016,2.5420000000000016,False,8,6.430999999999999,-1.5690000000000008,1.5690000000000008,False,5,12.721000000000002,7.721000000000002,7.721000000000002,True,8,6.350999999999999,-1.649000000000001,1.649000000000001,False,True,1
14359,740,569,1,1,1,65,4,117,372.65133333333324,255.65133333333324,255.65133333333324,True,16,16.701626984126985,0.7016269841269853,0.7016269841269853,False,23,20.996,-2.0040000000000013,2.0040000000000013,False,3,3.9215714285714283,0.9215714285714283,0.9215714285714283,False,True,1
16817,747,193,1,1,0,157,10,1476,991.5972405756868,-484.4027594243132,484.4027594243132,True,12,33.74935376581622,21.749353765816217,21.749353765816217,True,39,14.993243562294262,-24.00675643770574,24.00675643770574,True,13,9.7903492470292,-3.2096507529708003,3.2096507529708003,True,True,4
14617,755,152,200,2,0,21,7,240,244.88,4.8799999999999955,4.8799999999999955,False,20,6.465714285714285,-13.534285714285716,13.534285714285716,True,6,18.835,12.835,12.835,True,6,6.01,0.009999999999999787,0.009999999999999787,False,True,2
12227,758,93,1,1,1,85,2,455,780.4725844433341,325.4725844433341,325.4725844433341,True,14,20.821636363636355,6.821636363636355,6.821636363636355,True,16,19.904432872682875,3.904432872682875,3.904432872682875,False,7,7.35233447108447,0.35233447108447,0.35233447108447,False,True,2
6493,766,284,1,1,0,143,27,410,297.4473962916759,-112.55260370832411,112.55260370832411,False,24,13.566030408956387,-10.433969591043613,10.433969591043613,True,6,20.191141849443582,14.191141849443582,14.191141849443582,True,16,6.163385998900426,-9.836614001099573,9.836614001099573,True,True,3
12459,788,480,11,4,0,65,4,155,62.29071428571429,-92.70928571428571,92.70928571428571,False,21,6.470714285714285,-14.529285714285715,14.529285714285715,True,7,10.702583333333331,3.7025833333333313,3.7025833333333313,False,2,3.519166666666667,1.519166666666667,1.519166666666667,False,True,1
1613,793,121,1,1,0,165,13,17,21.259050863014537,4.2590508630145365,4.2590508630145365,False,5,14.38781087480394,9.38781087480394,9.38781087480394,True,26,14.629913595056426,-11.370086404943574,11.370086404943574,True,2,2.0428733229546387,0.04287332295463875,0.04287332295463875,False,True,2
2402,794,45,30,2,0,45,7,40,130.09,90.09,90.09,False,11,5.6746923076923075,-5.3253076923076925,5.3253076923076925,False,4,11.5265,7.5265,7.5265,True,4,4.274066666666666,0.27406666666666624,0.27406666666666624,False,True,1
